"Plot-Titel: 10760810"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10760810, SEN S/N: 10760810)","Intensität, Lux (LGR S/N: 10760810, SEN S/N: 10760810)","Koppler verbunden (LGR S/N: 10760810)","Koppler abgetrennt (LGR S/N: 10760810)","Host verbunden (LGR S/N: 10760810)","Angehalten (LGR S/N: 10760810)","Dateiende (LGR S/N: 10760810)"
439,12.03.22 02:00:00 AM,3.472,0.0,,,,,
440,12.03.22 02:10:00 AM,3.367,0.0,,,,,
441,12.03.22 02:20:00 AM,3.261,0.0,,,,,
442,12.03.22 02:30:00 AM,3.261,0.0,,,,,
443,12.03.22 02:40:00 AM,3.261,0.0,,,,,
444,12.03.22 02:50:00 AM,3.049,0.0,,,,,
445,12.03.22 03:00:00 AM,2.943,0.0,,,,,
446,12.03.22 03:10:00 AM,2.730,0.0,,,,,
447,12.03.22 03:20:00 AM,2.624,0.0,,,,,
448,12.03.22 03:30:00 AM,2.410,0.0,,,,,
449,12.03.22 03:40:00 AM,2.624,0.0,,,,,
450,12.03.22 03:50:00 AM,2.730,0.0,,,,,
451,12.03.22 04:00:00 AM,2.730,0.0,,,,,
452,12.03.22 04:10:00 AM,2.730,0.0,,,,,
453,12.03.22 04:20:00 AM,2.730,0.0,,,,,
454,12.03.22 04:30:00 AM,2.837,0.0,,,,,
455,12.03.22 04:40:00 AM,2.624,0.0,,,,,
456,12.03.22 04:50:00 AM,2.624,0.0,,,,,
457,12.03.22 05:00:00 AM,2.837,0.0,,,,,
458,12.03.22 05:10:00 AM,2.730,0.0,,,,,
459,12.03.22 05:20:00 AM,2.730,0.0,,,,,
460,12.03.22 05:30:00 AM,2.730,0.0,,,,,
461,12.03.22 05:40:00 AM,2.730,0.0,,,,,
462,12.03.22 05:50:00 AM,2.837,0.0,,,,,
463,12.03.22 06:00:00 AM,2.837,0.0,,,,,
464,12.03.22 06:10:00 AM,2.624,0.0,,,,,
465,12.03.22 06:20:00 AM,2.730,0.0,,,,,
466,12.03.22 06:30:00 AM,2.730,0.0,,,,,
467,12.03.22 06:40:00 AM,2.837,0.0,,,,,
468,12.03.22 06:50:00 AM,2.837,0.0,,,,,
469,12.03.22 07:00:00 AM,2.837,0.0,,,,,
470,12.03.22 07:10:00 AM,2.837,0.0,,,,,
471,12.03.22 07:20:00 AM,2.730,0.0,,,,,
472,12.03.22 07:30:00 AM,2.624,0.0,,,,,
473,12.03.22 07:40:00 AM,2.624,0.0,,,,,
474,12.03.22 07:50:00 AM,2.517,0.0,,,,,
475,12.03.22 08:00:00 AM,2.517,10.8,,,,,
476,12.03.22 08:10:00 AM,2.517,21.5,,,,,
477,12.03.22 08:20:00 AM,2.410,107.6,,,,,
478,12.03.22 08:30:00 AM,2.410,86.1,,,,,
479,12.03.22 08:40:00 AM,2.303,86.1,,,,,
480,12.03.22 08:50:00 AM,2.410,118.4,,,,,
481,12.03.22 09:00:00 AM,2.517,193.8,,,,,
482,12.03.22 09:10:00 AM,2.624,473.6,,,,,
483,12.03.22 09:20:00 AM,2.837,516.7,,,,,
484,12.03.22 09:30:00 AM,2.943,667.4,,,,,
485,12.03.22 09:40:00 AM,2.943,861.1,,,,,
486,12.03.22 09:50:00 AM,3.049,742.7,,,,,
487,12.03.22 10:00:00 AM,3.367,1313.2,,,,,
488,12.03.22 10:10:00 AM,3.578,1033.3,,,,,
489,12.03.22 10:20:00 AM,3.893,925.7,,,,,
490,12.03.22 10:30:00 AM,3.893,828.8,,,,,
491,12.03.22 10:40:00 AM,3.893,742.7,,,,,
492,12.03.22 10:50:00 AM,3.893,785.8,,,,,
493,12.03.22 11:00:00 AM,3.683,688.9,,,,,
494,12.03.22 11:10:00 AM,3.578,688.9,,,,,
495,12.03.22 11:20:00 AM,3.578,559.7,,,,,
496,12.03.22 11:30:00 AM,3.683,656.6,,,,,
497,12.03.22 11:40:00 AM,3.683,613.5,,,,,
498,12.03.22 11:50:00 AM,3.683,635.1,,,,,
499,12.03.22 12:00:00 PM,3.788,775.0,,,,,
500,12.03.22 12:10:00 PM,3.998,678.1,,,,,
501,12.03.22 12:20:00 PM,4.207,968.8,,,,,
502,12.03.22 12:30:00 PM,4.415,1011.8,,,,,
503,12.03.22 12:40:00 PM,4.519,882.6,,,,,
504,12.03.22 12:50:00 PM,4.207,839.6,,,,,
505,12.03.22 01:00:00 PM,4.311,613.5,,,,,
506,12.03.22 01:10:00 PM,3.998,549.0,,,,,
507,12.03.22 01:20:00 PM,3.788,505.9,,,,,
508,12.03.22 01:30:00 PM,3.683,484.4,,,,,
509,12.03.22 01:40:00 PM,3.683,505.9,,,,,
510,12.03.22 01:50:00 PM,3.578,635.1,,,,,
511,12.03.22 02:00:00 PM,3.788,602.8,,,,,
512,12.03.22 02:10:00 PM,3.683,538.2,,,,,
513,12.03.22 02:20:00 PM,3.788,473.6,,,,,
514,12.03.22 02:30:00 PM,3.893,279.9,,,,,
515,12.03.22 02:40:00 PM,3.788,215.3,,,,,
516,12.03.22 02:50:00 PM,3.788,193.8,,,,,
517,12.03.22 03:00:00 PM,3.788,204.5,,,,,
518,12.03.22 03:10:00 PM,3.893,172.2,,,,,
519,12.03.22 03:20:00 PM,4.102,172.2,,,,,
520,12.03.22 03:30:00 PM,4.102,161.5,,,,,
521,12.03.22 03:40:00 PM,3.998,183.0,,,,,
522,12.03.22 03:50:00 PM,3.998,139.9,,,,,
523,12.03.22 04:00:00 PM,3.998,118.4,,,,,
524,12.03.22 04:10:00 PM,3.893,75.3,,,,,
525,12.03.22 04:20:00 PM,3.998,53.8,,,,,
526,12.03.22 04:30:00 PM,4.102,21.5,,,,,
527,12.03.22 04:40:00 PM,4.207,0.0,,,,,
528,12.03.22 04:50:00 PM,4.415,0.0,,,,,
529,12.03.22 05:00:00 PM,4.415,0.0,,,,,
530,12.03.22 05:10:00 PM,4.415,0.0,,,,,
531,12.03.22 05:20:00 PM,4.415,0.0,,,,,
532,12.03.22 05:30:00 PM,4.311,0.0,,,,,
533,12.03.22 05:40:00 PM,4.311,0.0,,,,,
534,12.03.22 05:50:00 PM,4.311,0.0,,,,,
535,12.03.22 06:00:00 PM,4.207,0.0,,,,,
536,12.03.22 06:10:00 PM,4.207,0.0,,,,,
537,12.03.22 06:20:00 PM,3.998,0.0,,,,,
538,12.03.22 06:30:00 PM,4.102,0.0,,,,,
539,12.03.22 06:40:00 PM,4.519,0.0,,,,,
540,12.03.22 06:50:00 PM,4.311,0.0,,,,,
541,12.03.22 07:00:00 PM,4.102,0.0,,,,,
542,12.03.22 07:10:00 PM,4.102,0.0,,,,,
543,12.03.22 07:20:00 PM,3.998,0.0,,,,,
544,12.03.22 07:30:00 PM,3.893,0.0,,,,,
545,12.03.22 07:40:00 PM,3.893,0.0,,,,,
546,12.03.22 07:50:00 PM,3.893,0.0,,,,,
547,12.03.22 08:00:00 PM,3.893,0.0,,,,,
548,12.03.22 08:10:00 PM,3.998,0.0,,,,,
549,12.03.22 08:20:00 PM,3.998,0.0,,,,,
550,12.03.22 08:30:00 PM,3.998,0.0,,,,,
551,12.03.22 08:40:00 PM,3.683,0.0,,,,,
552,12.03.22 08:50:00 PM,3.683,0.0,,,,,
553,12.03.22 09:00:00 PM,3.683,0.0,,,,,
554,12.03.22 09:10:00 PM,3.683,0.0,,,,,
555,12.03.22 09:20:00 PM,3.788,0.0,,,,,
556,12.03.22 09:30:00 PM,3.788,0.0,,,,,
557,12.03.22 09:40:00 PM,3.788,0.0,,,,,
558,12.03.22 09:50:00 PM,3.788,0.0,,,,,
559,12.03.22 10:00:00 PM,3.788,0.0,,,,,
560,12.03.22 10:10:00 PM,3.998,0.0,,,,,
561,12.03.22 10:20:00 PM,3.472,0.0,,,,,
562,12.03.22 10:30:00 PM,3.472,0.0,,,,,
563,12.03.22 10:40:00 PM,3.261,0.0,,,,,
564,12.03.22 10:50:00 PM,3.049,0.0,,,,,
565,12.03.22 11:00:00 PM,2.943,0.0,,,,,
566,12.03.22 11:10:00 PM,2.943,0.0,,,,,
567,12.03.22 11:20:00 PM,2.943,0.0,,,,,
568,12.03.22 11:30:00 PM,3.155,0.0,,,,,
569,12.03.22 11:40:00 PM,3.155,0.0,,,,,
570,12.03.22 11:50:00 PM,3.155,0.0,,,,,
571,12.04.22 12:00:00 AM,3.155,0.0,,,,,
572,12.04.22 12:10:00 AM,3.155,0.0,,,,,
573,12.04.22 12:20:00 AM,3.049,0.0,,,,,
574,12.04.22 12:30:00 AM,3.367,0.0,,,,,
575,12.04.22 12:40:00 AM,3.155,0.0,,,,,
576,12.04.22 12:50:00 AM,3.261,0.0,,,,,
577,12.04.22 01:00:00 AM,3.367,0.0,,,,,
578,12.04.22 01:10:00 AM,3.367,0.0,,,,,
579,12.04.22 01:20:00 AM,3.261,0.0,,,,,
580,12.04.22 01:30:00 AM,3.155,0.0,,,,,
581,12.04.22 01:40:00 AM,3.155,0.0,,,,,
582,12.04.22 01:50:00 AM,3.367,0.0,,,,,
583,12.04.22 02:00:00 AM,3.367,0.0,,,,,
584,12.04.22 02:10:00 AM,3.367,0.0,,,,,
585,12.04.22 02:20:00 AM,3.367,0.0,,,,,
586,12.04.22 02:30:00 AM,3.261,0.0,,,,,
587,12.04.22 02:40:00 AM,3.261,0.0,,,,,
588,12.04.22 02:50:00 AM,3.367,0.0,,,,,
589,12.04.22 03:00:00 AM,3.261,0.0,,,,,
590,12.04.22 03:10:00 AM,3.367,0.0,,,,,
591,12.04.22 03:20:00 AM,3.261,0.0,,,,,
592,12.04.22 03:30:00 AM,3.261,0.0,,,,,
593,12.04.22 03:40:00 AM,3.261,0.0,,,,,
594,12.04.22 03:50:00 AM,3.261,0.0,,,,,
595,12.04.22 04:00:00 AM,3.367,0.0,,,,,
596,12.04.22 04:10:00 AM,3.367,0.0,,,,,
597,12.04.22 04:20:00 AM,3.472,0.0,,,,,
598,12.04.22 04:30:00 AM,3.472,0.0,,,,,
599,12.04.22 04:40:00 AM,3.261,0.0,,,,,
600,12.04.22 04:50:00 AM,3.155,0.0,,,,,
601,12.04.22 05:00:00 AM,2.943,0.0,,,,,
602,12.04.22 05:10:00 AM,2.943,0.0,,,,,
603,12.04.22 05:20:00 AM,2.943,0.0,,,,,
604,12.04.22 05:30:00 AM,3.049,0.0,,,,,
605,12.04.22 05:40:00 AM,3.049,0.0,,,,,
606,12.04.22 05:50:00 AM,3.155,0.0,,,,,
607,12.04.22 06:00:00 AM,3.155,0.0,,,,,
608,12.04.22 06:10:00 AM,3.155,0.0,,,,,
609,12.04.22 06:20:00 AM,3.049,0.0,,,,,
610,12.04.22 06:30:00 AM,3.155,0.0,,,,,
611,12.04.22 06:40:00 AM,3.049,0.0,,,,,
612,12.04.22 06:50:00 AM,2.943,0.0,,,,,
613,12.04.22 07:00:00 AM,2.837,0.0,,,,,
614,12.04.22 07:10:00 AM,2.730,0.0,,,,,
615,12.04.22 07:20:00 AM,2.517,0.0,,,,,
616,12.04.22 07:30:00 AM,2.517,0.0,,,,,
617,12.04.22 07:40:00 AM,2.410,0.0,,,,,
618,12.04.22 07:50:00 AM,2.517,0.0,,,,,
619,12.04.22 08:00:00 AM,2.517,0.0,,,,,
620,12.04.22 08:10:00 AM,2.410,10.8,,,,,
621,12.04.22 08:20:00 AM,2.517,43.1,,,,,
622,12.04.22 08:30:00 AM,2.624,75.3,,,,,
623,12.04.22 08:40:00 AM,2.837,129.2,,,,,
624,12.04.22 08:50:00 AM,2.837,183.0,,,,,
625,12.04.22 09:00:00 AM,2.943,290.6,,,,,
626,12.04.22 09:10:00 AM,3.049,376.7,,,,,
627,12.04.22 09:20:00 AM,3.472,452.1,,,,,
628,12.04.22 09:30:00 AM,3.472,527.4,,,,,
629,12.04.22 09:40:00 AM,3.578,581.3,,,,,
630,12.04.22 09:50:00 AM,3.472,538.2,,,,,
631,12.04.22 10:00:00 AM,3.367,581.3,,,,,
632,12.04.22 10:10:00 AM,3.367,570.5,,,,,
633,12.04.22 10:20:00 AM,3.261,570.5,,,,,
634,12.04.22 10:30:00 AM,3.367,721.2,,,,,
635,12.04.22 10:40:00 AM,3.367,753.5,,,,,
636,12.04.22 10:50:00 AM,3.472,1033.3,,,,,
637,12.04.22 11:00:00 AM,3.578,796.5,,,,,
638,12.04.22 11:10:00 AM,3.683,656.6,,,,,
639,12.04.22 11:20:00 AM,3.261,484.4,,,,,
640,12.04.22 11:30:00 AM,3.367,505.9,,,,,
641,12.04.22 11:40:00 AM,3.472,484.4,,,,,
642,12.04.22 11:50:00 AM,3.472,538.2,,,,,
643,12.04.22 12:00:00 PM,3.578,430.6,,,,,
644,12.04.22 12:10:00 PM,3.367,452.1,,,,,
645,12.04.22 12:20:00 PM,3.367,484.4,,,,,
646,12.04.22 12:30:00 PM,3.367,355.2,,,,,
647,12.04.22 12:40:00 PM,3.367,419.8,,,,,
648,12.04.22 12:50:00 PM,3.367,462.9,,,,,
649,12.04.22 01:00:00 PM,3.261,452.1,,,,,
650,12.04.22 01:10:00 PM,3.155,452.1,,,,,
651,12.04.22 01:20:00 PM,3.261,430.6,,,,,
652,12.04.22 01:30:00 PM,3.261,441.3,,,,,
653,12.04.22 01:40:00 PM,3.472,505.9,,,,,
654,12.04.22 01:50:00 PM,3.683,398.3,,,,,
655,12.04.22 02:00:00 PM,3.578,269.1,,,,,
656,12.04.22 02:10:00 PM,3.578,226.0,,,,,
657,12.04.22 02:20:00 PM,3.788,441.3,,,,,
658,12.04.22 02:30:00 PM,3.788,635.1,,,,,
659,12.04.22 02:40:00 PM,3.788,387.5,,,,,
660,12.04.22 02:50:00 PM,3.788,398.3,,,,,
661,12.04.22 03:00:00 PM,3.788,290.6,,,,,
662,12.04.22 03:10:00 PM,3.788,258.3,,,,,
663,12.04.22 03:20:00 PM,3.788,269.1,,,,,
664,12.04.22 03:30:00 PM,3.683,204.5,,,,,
665,12.04.22 03:40:00 PM,3.683,183.0,,,,,
666,12.04.22 03:50:00 PM,3.683,247.6,,,,,
667,12.04.22 04:00:00 PM,3.683,193.8,,,,,
668,12.04.22 04:10:00 PM,3.683,118.4,,,,,
669,12.04.22 04:20:00 PM,3.578,86.1,,,,,
670,12.04.22 04:30:00 PM,3.472,21.5,,,,,
671,12.04.22 04:40:00 PM,3.367,0.0,,,,,
672,12.04.22 04:50:00 PM,3.367,0.0,,,,,
673,12.04.22 05:00:00 PM,3.261,0.0,,,,,
674,12.04.22 05:10:00 PM,3.261,0.0,,,,,
675,12.04.22 05:20:00 PM,3.261,0.0,,,,,
676,12.04.22 05:30:00 PM,3.155,0.0,,,,,
677,12.04.22 05:40:00 PM,3.261,0.0,,,,,
678,12.04.22 05:50:00 PM,3.261,0.0,,,,,
679,12.04.22 06:00:00 PM,3.367,0.0,,,,,
680,12.04.22 06:10:00 PM,3.367,0.0,,,,,
681,12.04.22 06:20:00 PM,3.261,0.0,,,,,
682,12.04.22 06:30:00 PM,3.261,0.0,,,,,
683,12.04.22 06:40:00 PM,3.261,0.0,,,,,
684,12.04.22 06:50:00 PM,3.261,0.0,,,,,
685,12.04.22 07:00:00 PM,3.261,0.0,,,,,
686,12.04.22 07:10:00 PM,3.367,0.0,,,,,
687,12.04.22 07:20:00 PM,3.367,0.0,,,,,
688,12.04.22 07:30:00 PM,3.261,0.0,,,,,
689,12.04.22 07:40:00 PM,3.261,0.0,,,,,
690,12.04.22 07:50:00 PM,3.261,0.0,,,,,
691,12.04.22 08:00:00 PM,3.261,0.0,,,,,
692,12.04.22 08:10:00 PM,3.893,0.0,,,,,
693,12.04.22 08:20:00 PM,3.683,0.0,,,,,
694,12.04.22 08:30:00 PM,3.578,0.0,,,,,
695,12.04.22 08:40:00 PM,3.578,0.0,,,,,
696,12.04.22 08:50:00 PM,3.578,0.0,,,,,
697,12.04.22 09:00:00 PM,3.683,0.0,,,,,
698,12.04.22 09:10:00 PM,3.788,0.0,,,,,
699,12.04.22 09:20:00 PM,3.788,0.0,,,,,
700,12.04.22 09:30:00 PM,3.893,0.0,,,,,
701,12.04.22 09:40:00 PM,3.788,0.0,,,,,
702,12.04.22 09:50:00 PM,3.893,0.0,,,,,
703,12.04.22 10:00:00 PM,3.893,0.0,,,,,
704,12.04.22 10:10:00 PM,4.102,0.0,,,,,
705,12.04.22 10:20:00 PM,3.788,0.0,,,,,
706,12.04.22 10:30:00 PM,3.578,0.0,,,,,
707,12.04.22 10:40:00 PM,3.472,0.0,,,,,
708,12.04.22 10:50:00 PM,3.998,0.0,,,,,
709,12.04.22 11:00:00 PM,3.893,0.0,,,,,
710,12.04.22 11:10:00 PM,3.683,0.0,,,,,
711,12.04.22 11:20:00 PM,3.578,0.0,,,,,
712,12.04.22 11:30:00 PM,3.683,0.0,,,,,
713,12.04.22 11:40:00 PM,3.683,0.0,,,,,
714,12.04.22 11:50:00 PM,3.578,0.0,,,,,
715,12.05.22 12:00:00 AM,3.578,0.0,,,,,
716,12.05.22 12:10:00 AM,3.683,0.0,,,,,
717,12.05.22 12:20:00 AM,3.578,0.0,,,,,
718,12.05.22 12:30:00 AM,3.788,0.0,,,,,
719,12.05.22 12:40:00 AM,3.788,0.0,,,,,
720,12.05.22 12:50:00 AM,3.788,0.0,,,,,
721,12.05.22 01:00:00 AM,3.893,0.0,,,,,
722,12.05.22 01:10:00 AM,3.998,0.0,,,,,
723,12.05.22 01:20:00 AM,3.893,0.0,,,,,
724,12.05.22 01:30:00 AM,3.788,0.0,,,,,
725,12.05.22 01:40:00 AM,3.683,0.0,,,,,
726,12.05.22 01:50:00 AM,3.683,0.0,,,,,
727,12.05.22 02:00:00 AM,3.788,0.0,,,,,
728,12.05.22 02:10:00 AM,3.893,0.0,,,,,
729,12.05.22 02:20:00 AM,3.893,0.0,,,,,
730,12.05.22 02:30:00 AM,3.893,0.0,,,,,
731,12.05.22 02:40:00 AM,3.998,0.0,,,,,
732,12.05.22 02:50:00 AM,3.998,0.0,,,,,
733,12.05.22 03:00:00 AM,3.998,0.0,,,,,
734,12.05.22 03:10:00 AM,3.893,0.0,,,,,
735,12.05.22 03:20:00 AM,3.998,0.0,,,,,
736,12.05.22 03:30:00 AM,4.102,0.0,,,,,
737,12.05.22 03:40:00 AM,4.207,0.0,,,,,
738,12.05.22 03:50:00 AM,4.415,0.0,,,,,
739,12.05.22 04:00:00 AM,4.311,0.0,,,,,
740,12.05.22 04:10:00 AM,4.207,0.0,,,,,
741,12.05.22 04:20:00 AM,4.207,0.0,,,,,
742,12.05.22 04:30:00 AM,4.102,0.0,,,,,
743,12.05.22 04:40:00 AM,4.207,0.0,,,,,
744,12.05.22 04:50:00 AM,4.311,0.0,,,,,
745,12.05.22 05:00:00 AM,4.519,0.0,,,,,
746,12.05.22 05:10:00 AM,4.831,0.0,,,,,
747,12.05.22 05:20:00 AM,5.037,0.0,,,,,
748,12.05.22 05:30:00 AM,5.347,0.0,,,,,
749,12.05.22 05:40:00 AM,5.450,0.0,,,,,
750,12.05.22 05:50:00 AM,5.552,0.0,,,,,
751,12.05.22 06:00:00 AM,5.552,0.0,,,,,
752,12.05.22 06:10:00 AM,5.552,0.0,,,,,
753,12.05.22 06:20:00 AM,5.655,0.0,,,,,
754,12.05.22 06:30:00 AM,5.655,0.0,,,,,
755,12.05.22 06:40:00 AM,5.655,0.0,,,,,
756,12.05.22 06:50:00 AM,5.552,0.0,,,,,
757,12.05.22 07:00:00 AM,5.655,0.0,,,,,
758,12.05.22 07:10:00 AM,5.552,0.0,,,,,
759,12.05.22 07:20:00 AM,5.552,0.0,,,,,
760,12.05.22 07:30:00 AM,5.552,0.0,,,,,
761,12.05.22 07:40:00 AM,5.552,0.0,,,,,
762,12.05.22 07:50:00 AM,5.552,0.0,,,,,
763,12.05.22 08:00:00 AM,5.552,0.0,,,,,
764,12.05.22 08:10:00 AM,5.552,32.3,,,,,
765,12.05.22 08:20:00 AM,5.655,86.1,,,,,
766,12.05.22 08:30:00 AM,5.655,86.1,,,,,
767,12.05.22 08:40:00 AM,5.757,215.3,,,,,
768,12.05.22 08:50:00 AM,5.860,236.8,,,,,
769,12.05.22 09:00:00 AM,5.860,333.7,,,,,
770,12.05.22 09:10:00 AM,5.962,322.9,,,,,
771,12.05.22 09:20:00 AM,6.064,721.2,,,,,
772,12.05.22 09:30:00 AM,6.166,839.6,,,,,
773,12.05.22 09:40:00 AM,6.370,958.0,,,,,
774,12.05.22 09:50:00 AM,6.370,936.5,,,,,
775,12.05.22 10:00:00 AM,6.471,925.7,,,,,
776,12.05.22 10:10:00 AM,6.573,1313.2,,,,,
777,12.05.22 10:20:00 AM,6.775,1550.0,,,,,
778,12.05.22 10:30:00 AM,6.978,1894.5,,,,,
779,12.05.22 10:40:00 AM,7.079,2152.8,,,,,
780,12.05.22 10:50:00 AM,7.280,2755.6,,,,,
781,12.05.22 11:00:00 AM,9.472,14466.8,,,,,
782,12.05.22 11:10:00 AM,9.373,2583.4,,,,,
783,12.05.22 11:20:00 AM,8.481,3788.9,,,,,
784,12.05.22 11:30:00 AM,8.282,3100.0,,,,,
785,12.05.22 11:40:00 AM,8.182,3444.5,,,,,
786,12.05.22 11:50:00 AM,8.382,4477.8,,,,,
787,12.05.22 12:00:00 PM,10.063,9644.5,,,,,
788,12.05.22 12:10:00 PM,11.431,6200.0,,,,,
789,12.05.22 12:20:00 PM,10.553,8266.7,,,,,
790,12.05.22 12:30:00 PM,10.553,5511.1,,,,,
791,12.05.22 12:40:00 PM,9.866,4305.6,,,,,
792,12.05.22 12:50:00 PM,9.077,4305.6,,,,,
793,12.05.22 01:00:00 PM,9.275,4133.4,,,,,
794,12.05.22 01:10:00 PM,8.879,2927.8,,,,,
795,12.05.22 01:20:00 PM,8.680,3444.5,,,,,
796,12.05.22 01:30:00 PM,9.176,5338.9,,,,,
797,12.05.22 01:40:00 PM,8.978,3100.0,,,,,
798,12.05.22 01:50:00 PM,8.481,2066.7,,,,,
799,12.05.22 02:00:00 PM,7.882,1097.9,,,,,
800,12.05.22 02:10:00 PM,7.782,1980.6,,,,,
801,12.05.22 02:20:00 PM,7.882,1463.9,,,,,
802,12.05.22 02:30:00 PM,7.582,947.2,,,,,
803,12.05.22 02:40:00 PM,7.481,1334.7,,,,,
804,12.05.22 02:50:00 PM,7.983,1980.6,,,,,
805,12.05.22 03:00:00 PM,7.882,1463.9,,,,,
806,12.05.22 03:10:00 PM,8.182,5338.9,,,,,
807,12.05.22 03:20:00 PM,8.581,4650.0,,,,,
808,12.05.22 03:30:00 PM,8.680,4822.3,,,,,
809,12.05.22 03:40:00 PM,8.382,990.3,,,,,
810,12.05.22 03:50:00 PM,8.282,1808.3,,,,,
811,12.05.22 04:00:00 PM,7.983,516.7,,,,,
812,12.05.22 04:10:00 PM,7.882,861.1,,,,,
813,12.05.22 04:20:00 PM,7.179,193.8,,,,,
814,12.05.22 04:30:00 PM,7.079,75.3,,,,,
815,12.05.22 04:40:00 PM,6.877,10.8,,,,,
816,12.05.22 04:50:00 PM,6.775,0.0,,,,,
817,12.05.22 05:00:00 PM,6.775,0.0,,,,,
818,12.05.22 05:10:00 PM,6.775,0.0,,,,,
819,12.05.22 05:20:00 PM,6.674,0.0,,,,,
820,12.05.22 05:30:00 PM,6.573,0.0,,,,,
821,12.05.22 05:40:00 PM,6.471,0.0,,,,,
822,12.05.22 05:50:00 PM,6.268,0.0,,,,,
823,12.05.22 06:00:00 PM,6.166,0.0,,,,,
824,12.05.22 06:10:00 PM,6.064,0.0,,,,,
825,12.05.22 06:20:00 PM,6.064,0.0,,,,,
826,12.05.22 06:30:00 PM,6.064,0.0,,,,,
827,12.05.22 06:40:00 PM,6.064,0.0,,,,,
828,12.05.22 06:50:00 PM,5.962,0.0,,,,,
829,12.05.22 07:00:00 PM,5.757,0.0,,,,,
830,12.05.22 07:10:00 PM,5.757,0.0,,,,,
831,12.05.22 07:20:00 PM,5.655,0.0,,,,,
832,12.05.22 07:30:00 PM,5.655,0.0,,,,,
833,12.05.22 07:40:00 PM,5.757,0.0,,,,,
834,12.05.22 07:50:00 PM,5.860,0.0,,,,,
835,12.05.22 08:00:00 PM,5.962,0.0,,,,,
836,12.05.22 08:10:00 PM,5.860,0.0,,,,,
837,12.05.22 08:20:00 PM,5.655,0.0,,,,,
838,12.05.22 08:30:00 PM,5.450,0.0,,,,,
839,12.05.22 08:40:00 PM,5.347,0.0,,,,,
840,12.05.22 08:50:00 PM,5.141,0.0,,,,,
841,12.05.22 09:00:00 PM,5.037,0.0,,,,,
842,12.05.22 09:10:00 PM,5.037,0.0,,,,,
843,12.05.22 09:20:00 PM,5.141,0.0,,,,,
844,12.05.22 09:30:00 PM,5.244,0.0,,,,,
845,12.05.22 09:40:00 PM,5.141,0.0,,,,,
846,12.05.22 09:50:00 PM,4.934,0.0,,,,,
847,12.05.22 10:00:00 PM,4.727,0.0,,,,,
848,12.05.22 10:10:00 PM,4.623,0.0,,,,,
849,12.05.22 10:20:00 PM,4.831,0.0,,,,,
850,12.05.22 10:30:00 PM,5.244,0.0,,,,,
851,12.05.22 10:40:00 PM,4.934,0.0,,,,,
852,12.05.22 10:50:00 PM,4.623,0.0,,,,,
853,12.05.22 11:00:00 PM,4.727,0.0,,,,,
854,12.05.22 11:10:00 PM,4.727,0.0,,,,,
855,12.05.22 11:20:00 PM,4.831,0.0,,,,,
856,12.05.22 11:30:00 PM,4.623,0.0,,,,,
857,12.05.22 11:40:00 PM,4.519,0.0,,,,,
858,12.05.22 11:50:00 PM,4.311,0.0,,,,,
859,12.06.22 12:00:00 AM,4.311,0.0,,,,,
860,12.06.22 12:10:00 AM,4.311,0.0,,,,,
861,12.06.22 12:20:00 AM,4.207,0.0,,,,,
862,12.06.22 12:30:00 AM,3.998,0.0,,,,,
863,12.06.22 12:40:00 AM,3.893,0.0,,,,,
864,12.06.22 12:50:00 AM,3.893,0.0,,,,,
865,12.06.22 01:00:00 AM,3.788,0.0,,,,,
866,12.06.22 01:10:00 AM,3.683,0.0,,,,,
867,12.06.22 01:20:00 AM,3.472,0.0,,,,,
868,12.06.22 01:30:00 AM,3.155,0.0,,,,,
869,12.06.22 01:40:00 AM,3.049,0.0,,,,,
870,12.06.22 01:50:00 AM,2.837,0.0,,,,,
871,12.06.22 02:00:00 AM,2.730,0.0,,,,,
872,12.06.22 02:10:00 AM,2.730,0.0,,,,,
873,12.06.22 02:20:00 AM,2.837,0.0,,,,,
874,12.06.22 02:30:00 AM,2.624,0.0,,,,,
875,12.06.22 02:40:00 AM,2.517,0.0,,,,,
876,12.06.22 02:50:00 AM,2.410,0.0,,,,,
877,12.06.22 03:00:00 AM,2.517,0.0,,,,,
878,12.06.22 03:10:00 AM,2.624,0.0,,,,,
879,12.06.22 03:20:00 AM,2.730,0.0,,,,,
880,12.06.22 03:30:00 AM,2.837,0.0,,,,,
881,12.06.22 03:40:00 AM,2.943,0.0,,,,,
882,12.06.22 03:50:00 AM,2.837,0.0,,,,,
883,12.06.22 04:00:00 AM,2.730,0.0,,,,,
884,12.06.22 04:10:00 AM,2.837,0.0,,,,,
885,12.06.22 04:20:00 AM,2.943,0.0,,,,,
886,12.06.22 04:30:00 AM,3.049,0.0,,,,,
887,12.06.22 04:40:00 AM,2.943,0.0,,,,,
888,12.06.22 04:50:00 AM,2.730,0.0,,,,,
889,12.06.22 05:00:00 AM,2.837,0.0,,,,,
890,12.06.22 05:10:00 AM,2.943,0.0,,,,,
891,12.06.22 05:20:00 AM,2.837,0.0,,,,,
892,12.06.22 05:30:00 AM,3.049,0.0,,,,,
893,12.06.22 05:40:00 AM,3.155,0.0,,,,,
894,12.06.22 05:50:00 AM,3.367,0.0,,,,,
895,12.06.22 06:00:00 AM,3.261,0.0,,,,,
896,12.06.22 06:10:00 AM,3.367,0.0,,,,,
