"Plot-Titel: 10347379"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347379, SEN S/N: 10347379)","Intensität, Lux (LGR S/N: 10347379, SEN S/N: 10347379)","Batterie defekt (LGR S/N: 10347379)","Koppler verbunden (LGR S/N: 10347379)","Host verbunden (LGR S/N: 10347379)","Angehalten (LGR S/N: 10347379)","Dateiende (LGR S/N: 10347379)"
1556,12.10.22 08:10:00 PM,0.893,0.0,,,,,
1557,12.10.22 08:20:00 PM,0.784,0.0,,,,,
1558,12.10.22 08:30:00 PM,0.563,0.0,,,,,
1559,12.10.22 08:40:00 PM,0.343,0.0,,,,,
1560,12.10.22 08:50:00 PM,0.232,0.0,,,,,
1561,12.10.22 09:00:00 PM,0.010,0.0,,,,,
1562,12.10.22 09:10:00 PM,-0.102,0.0,,,,,
1563,12.10.22 09:20:00 PM,-0.213,0.0,,,,,
1564,12.10.22 09:30:00 PM,-0.213,0.0,,,,,
1565,12.10.22 09:40:00 PM,-0.102,0.0,,,,,
1566,12.10.22 09:50:00 PM,-0.102,0.0,,,,,
1567,12.10.22 10:00:00 PM,0.010,0.0,,,,,
1568,12.10.22 10:10:00 PM,-0.213,0.0,,,,,
1569,12.10.22 10:20:00 PM,-0.213,0.0,,,,,
1570,12.10.22 10:30:00 PM,-0.437,0.0,,,,,
1571,12.10.22 10:40:00 PM,-0.662,0.0,,,,,
1572,12.10.22 10:50:00 PM,-0.774,0.0,,,,,
1573,12.10.22 11:00:00 PM,-1.001,0.0,,,,,
1574,12.10.22 11:10:00 PM,-1.114,0.0,,,,,
1575,12.10.22 11:20:00 PM,-1.228,0.0,,,,,
1576,12.10.22 11:30:00 PM,-1.114,0.0,,,,,
1577,12.10.22 11:40:00 PM,-1.114,0.0,,,,,
1578,12.10.22 11:50:00 PM,-1.114,0.0,,,,,
1579,12.11.22 12:00:00 AM,-1.114,0.0,,,,,
1580,12.11.22 12:10:00 AM,-1.114,0.0,,,,,
1581,12.11.22 12:20:00 AM,-1.228,0.0,,,,,
1582,12.11.22 12:30:00 AM,-1.341,0.0,,,,,
1583,12.11.22 12:40:00 AM,-1.456,0.0,,,,,
1584,12.11.22 12:50:00 AM,-1.456,0.0,,,,,
1585,12.11.22 01:00:00 AM,-1.456,0.0,,,,,
1586,12.11.22 01:10:00 AM,-1.570,0.0,,,,,
1587,12.11.22 01:20:00 AM,-1.684,0.0,,,,,
1588,12.11.22 01:30:00 AM,-1.570,0.0,,,,,
1589,12.11.22 01:40:00 AM,-1.228,0.0,,,,,
1590,12.11.22 01:50:00 AM,-1.114,0.0,,,,,
1591,12.11.22 02:00:00 AM,-1.114,0.0,,,,,
1592,12.11.22 02:10:00 AM,-1.114,0.0,,,,,
1593,12.11.22 02:20:00 AM,-1.001,0.0,,,,,
1594,12.11.22 02:30:00 AM,-0.887,0.0,,,,,
1595,12.11.22 02:40:00 AM,-0.774,0.0,,,,,
1596,12.11.22 02:50:00 AM,-0.887,0.0,,,,,
1597,12.11.22 03:00:00 AM,-0.887,0.0,,,,,
1598,12.11.22 03:10:00 AM,-1.114,0.0,,,,,
1599,12.11.22 03:20:00 AM,-1.228,0.0,,,,,
1600,12.11.22 03:30:00 AM,-1.341,0.0,,,,,
1601,12.11.22 03:40:00 AM,-1.341,0.0,,,,,
1602,12.11.22 03:50:00 AM,-1.228,0.0,,,,,
1603,12.11.22 04:00:00 AM,-1.228,0.0,,,,,
1604,12.11.22 04:10:00 AM,-1.001,0.0,,,,,
1605,12.11.22 04:20:00 AM,-0.887,0.0,,,,,
1606,12.11.22 04:30:00 AM,-0.887,0.0,,,,,
1607,12.11.22 04:40:00 AM,-1.114,0.0,,,,,
1608,12.11.22 04:50:00 AM,-1.114,0.0,,,,,
1609,12.11.22 05:00:00 AM,-1.114,0.0,,,,,
1610,12.11.22 05:10:00 AM,-1.228,0.0,,,,,
1611,12.11.22 05:20:00 AM,-1.341,0.0,,,,,
1612,12.11.22 05:30:00 AM,-1.456,0.0,,,,,
1613,12.11.22 05:40:00 AM,-1.341,0.0,,,,,
1614,12.11.22 05:50:00 AM,-1.228,0.0,,,,,
1615,12.11.22 06:00:00 AM,-1.114,0.0,,,,,
1616,12.11.22 06:10:00 AM,-1.341,0.0,,,,,
1617,12.11.22 06:20:00 AM,-1.456,0.0,,,,,
1618,12.11.22 06:30:00 AM,-1.341,0.0,,,,,
1619,12.11.22 06:40:00 AM,-1.456,0.0,,,,,
1620,12.11.22 06:50:00 AM,-1.570,0.0,,,,,
1621,12.11.22 07:00:00 AM,-1.914,0.0,,,,,
1622,12.11.22 07:10:00 AM,-2.145,0.0,,,,,
1623,12.11.22 07:20:00 AM,-2.377,0.0,,,,,
1624,12.11.22 07:30:00 AM,-2.610,0.0,,,,,
1625,12.11.22 07:40:00 AM,-2.727,0.0,,,,,
1626,12.11.22 07:50:00 AM,-2.962,10.8,,,,,
1627,12.11.22 08:00:00 AM,-2.962,64.6,,,,,
1628,12.11.22 08:10:00 AM,-3.197,172.2,,,,,
1629,12.11.22 08:20:00 AM,-3.197,269.1,,,,,
1630,12.11.22 08:30:00 AM,-3.079,366.0,,,,,
1631,12.11.22 08:40:00 AM,-2.962,581.3,,,,,
1632,12.11.22 08:50:00 AM,-2.610,1001.0,,,,,
1633,12.11.22 09:00:00 AM,-2.494,1087.2,,,,,
1634,12.11.22 09:10:00 AM,-1.914,968.8,,,,,
1635,12.11.22 09:20:00 AM,-1.570,1463.9,,,,,
1636,12.11.22 09:30:00 AM,-1.228,2325.0,,,,,
1637,12.11.22 09:40:00 AM,-1.001,2411.1,,,,,
1638,12.11.22 09:50:00 AM,-0.662,3444.5,,,,,
1639,12.11.22 10:00:00 AM,0.453,23422.4,,,,,
1640,12.11.22 10:10:00 AM,1.656,14466.8,,,,,
1641,12.11.22 10:20:00 AM,1.872,7233.4,,,,,
1642,12.11.22 10:30:00 AM,1.872,18600.1,,,,,
1643,12.11.22 10:40:00 AM,1.439,8266.7,,,,,
1644,12.11.22 10:50:00 AM,0.674,5166.7,,,,,
1645,12.11.22 11:00:00 AM,0.674,5511.1,,,,,
1646,12.11.22 11:10:00 AM,0.893,5511.1,,,,,
1647,12.11.22 11:20:00 AM,1.330,6200.0,,,,,
1648,12.11.22 11:30:00 AM,1.548,6200.0,,,,,
1649,12.11.22 11:40:00 AM,1.872,6200.0,,,,,
1650,12.11.22 11:50:00 AM,1.980,6200.0,,,,,
1651,12.11.22 12:00:00 PM,1.980,6200.0,,,,,
1652,12.11.22 12:10:00 PM,2.195,7233.4,,,,,
1653,12.11.22 12:20:00 PM,2.837,7233.4,,,,,
1654,12.11.22 12:30:00 PM,3.578,9300.1,,,,,
1655,12.11.22 12:40:00 PM,2.410,4994.5,,,,,
1656,12.11.22 12:50:00 PM,1.872,4477.8,,,,,
1657,12.11.22 01:00:00 PM,1.764,4133.4,,,,,
1658,12.11.22 01:10:00 PM,0.893,3100.0,,,,,
1659,12.11.22 01:20:00 PM,1.003,3444.5,,,,,
1660,12.11.22 01:30:00 PM,0.893,3272.2,,,,,
1661,12.11.22 01:40:00 PM,0.563,2411.1,,,,,
1662,12.11.22 01:50:00 PM,0.010,2238.9,,,,,
1663,12.11.22 02:00:00 PM,0.232,2325.0,,,,,
1664,12.11.22 02:10:00 PM,0.121,1980.6,,,,,
1665,12.11.22 02:20:00 PM,-0.213,1636.1,,,,,
1666,12.11.22 02:30:00 PM,-0.437,1636.1,,,,,
1667,12.11.22 02:40:00 PM,-0.213,1550.0,,,,,
1668,12.11.22 02:50:00 PM,-0.549,1259.4,,,,,
1669,12.11.22 03:00:00 PM,-0.437,1463.9,,,,,
1670,12.11.22 03:10:00 PM,-0.102,2152.8,,,,,
1671,12.11.22 03:20:00 PM,-0.325,1808.3,,,,,
1672,12.11.22 03:30:00 PM,-0.437,1808.3,,,,,
1673,12.11.22 03:40:00 PM,-0.774,1550.0,,,,,
1674,12.11.22 03:50:00 PM,-1.114,1894.5,,,,,
1675,12.11.22 04:00:00 PM,-1.228,1377.8,,,,,
1676,12.11.22 04:10:00 PM,-1.341,936.5,,,,,
1677,12.11.22 04:20:00 PM,-1.799,301.4,,,,,
1678,12.11.22 04:30:00 PM,-1.914,183.0,,,,,
1679,12.11.22 04:40:00 PM,-2.261,86.1,,,,,
1680,12.11.22 04:50:00 PM,-2.377,21.5,,,,,
1681,12.11.22 05:00:00 PM,-2.494,0.0,,,,,
1682,12.11.22 05:10:00 PM,-2.610,0.0,,,,,
1683,12.11.22 05:20:00 PM,-2.727,0.0,,,,,
1684,12.11.22 05:30:00 PM,-2.844,0.0,,,,,
1685,12.11.22 05:40:00 PM,-2.962,0.0,,,,,
1686,12.11.22 05:50:00 PM,-3.079,0.0,,,,,
1687,12.11.22 06:00:00 PM,-3.197,0.0,,,,,
1688,12.11.22 06:10:00 PM,-3.197,0.0,,,,,
1689,12.11.22 06:20:00 PM,-3.316,0.0,,,,,
1690,12.11.22 06:30:00 PM,-3.434,0.0,,,,,
1691,12.11.22 06:40:00 PM,-3.553,0.0,,,,,
1692,12.11.22 06:50:00 PM,-3.792,0.0,,,,,
1693,12.11.22 07:00:00 PM,-3.792,0.0,,,,,
1694,12.11.22 07:10:00 PM,-3.792,0.0,,,,,
1695,12.11.22 07:20:00 PM,-3.672,0.0,,,,,
1696,12.11.22 07:30:00 PM,-3.792,0.0,,,,,
1697,12.11.22 07:40:00 PM,-4.031,0.0,,,,,
1698,12.11.22 07:50:00 PM,-4.152,0.0,,,,,
1699,12.11.22 08:00:00 PM,-4.152,0.0,,,,,
1700,12.11.22 08:10:00 PM,-4.272,0.0,,,,,
1701,12.11.22 08:20:00 PM,-4.272,0.0,,,,,
1702,12.11.22 08:30:00 PM,-4.393,0.0,,,,,
1703,12.11.22 08:40:00 PM,-4.272,0.0,,,,,
1704,12.11.22 08:50:00 PM,-4.152,0.0,,,,,
1705,12.11.22 09:00:00 PM,-4.272,0.0,,,,,
1706,12.11.22 09:10:00 PM,-4.272,0.0,,,,,
1707,12.11.22 09:20:00 PM,-4.272,0.0,,,,,
1708,12.11.22 09:30:00 PM,-4.393,0.0,,,,,
1709,12.11.22 09:40:00 PM,-4.514,0.0,,,,,
1710,12.11.22 09:50:00 PM,-4.514,0.0,,,,,
1711,12.11.22 10:00:00 PM,-4.636,0.0,,,,,
1712,12.11.22 10:10:00 PM,-4.636,0.0,,,,,
1713,12.11.22 10:20:00 PM,-4.758,0.0,,,,,
1714,12.11.22 10:30:00 PM,-4.880,0.0,,,,,
1715,12.11.22 10:40:00 PM,-5.003,0.0,,,,,
1716,12.11.22 10:50:00 PM,-5.249,0.0,,,,,
1717,12.11.22 11:00:00 PM,-5.372,0.0,,,,,
1718,12.11.22 11:10:00 PM,-5.372,0.0,,,,,
1719,12.11.22 11:20:00 PM,-5.372,0.0,,,,,
1720,12.11.22 11:30:00 PM,-5.372,0.0,,,,,
1721,12.11.22 11:40:00 PM,-5.249,0.0,,,,,
1722,12.11.22 11:50:00 PM,-5.125,0.0,,,,,
1723,12.12.22 12:00:00 AM,-5.003,0.0,,,,,
1724,12.12.22 12:10:00 AM,-4.880,0.0,,,,,
1725,12.12.22 12:20:00 AM,-4.880,0.0,,,,,
1726,12.12.22 12:30:00 AM,-5.003,0.0,,,,,
1727,12.12.22 12:40:00 AM,-5.249,0.0,,,,,
1728,12.12.22 12:50:00 AM,-5.372,0.0,,,,,
1729,12.12.22 01:00:00 AM,-5.372,0.0,,,,,
1730,12.12.22 01:10:00 AM,-5.496,0.0,,,,,
1731,12.12.22 01:20:00 AM,-5.496,0.0,,,,,
1732,12.12.22 01:30:00 AM,-5.496,0.0,,,,,
1733,12.12.22 01:40:00 AM,-5.620,0.0,,,,,
1734,12.12.22 01:50:00 AM,-5.620,0.0,,,,,
1735,12.12.22 02:00:00 AM,-5.745,0.0,,,,,
1736,12.12.22 02:10:00 AM,-5.870,0.0,,,,,
1737,12.12.22 02:20:00 AM,-5.870,0.0,,,,,
1738,12.12.22 02:30:00 AM,-5.995,0.0,,,,,
1739,12.12.22 02:40:00 AM,-6.120,0.0,,,,,
1740,12.12.22 02:50:00 AM,-5.995,0.0,,,,,
1741,12.12.22 03:00:00 AM,-6.246,0.0,,,,,
1742,12.12.22 03:10:00 AM,-6.246,0.0,,,,,
1743,12.12.22 03:20:00 AM,-6.246,0.0,,,,,
1744,12.12.22 03:30:00 AM,-6.246,0.0,,,,,
1745,12.12.22 03:40:00 AM,-6.373,0.0,,,,,
1746,12.12.22 03:50:00 AM,-6.373,0.0,,,,,
1747,12.12.22 04:00:00 AM,-6.373,0.0,,,,,
1748,12.12.22 04:10:00 AM,-6.246,0.0,,,,,
1749,12.12.22 04:20:00 AM,-6.120,0.0,,,,,
1750,12.12.22 04:30:00 AM,-6.120,0.0,,,,,
1751,12.12.22 04:40:00 AM,-5.995,0.0,,,,,
1752,12.12.22 04:50:00 AM,-5.870,0.0,,,,,
1753,12.12.22 05:00:00 AM,-5.745,0.0,,,,,
1754,12.12.22 05:10:00 AM,-5.620,0.0,,,,,
1755,12.12.22 05:20:00 AM,-5.496,0.0,,,,,
1756,12.12.22 05:30:00 AM,-5.372,0.0,,,,,
1757,12.12.22 05:40:00 AM,-5.249,0.0,,,,,
1758,12.12.22 05:50:00 AM,-5.125,0.0,,,,,
1759,12.12.22 06:00:00 AM,-5.125,0.0,,,,,
1760,12.12.22 06:10:00 AM,-5.125,0.0,,,,,
1761,12.12.22 06:20:00 AM,-5.003,0.0,,,,,
1762,12.12.22 06:30:00 AM,-5.003,0.0,,,,,
1763,12.12.22 06:40:00 AM,-5.249,0.0,,,,,
1764,12.12.22 06:50:00 AM,-5.125,0.0,,,,,
1765,12.12.22 07:00:00 AM,-5.003,0.0,,,,,
1766,12.12.22 07:10:00 AM,-5.003,0.0,,,,,
1767,12.12.22 07:20:00 AM,-5.003,0.0,,,,,
1768,12.12.22 07:30:00 AM,-5.125,0.0,,,,,
1769,12.12.22 07:40:00 AM,-5.125,0.0,,,,,
1770,12.12.22 07:50:00 AM,-5.003,0.0,,,,,
1771,12.12.22 08:00:00 AM,-5.125,32.3,,,,,
1772,12.12.22 08:10:00 AM,-5.372,64.6,,,,,
1773,12.12.22 08:20:00 AM,-5.372,107.6,,,,,
1774,12.12.22 08:30:00 AM,-5.372,204.5,,,,,
1775,12.12.22 08:40:00 AM,-4.758,441.3,,,,,
1776,12.12.22 08:50:00 AM,-2.377,699.7,,,,,
1777,12.12.22 09:00:00 AM,-4.152,871.9,,,,,
1778,12.12.22 09:10:00 AM,-4.272,1216.3,,,,,
1779,12.12.22 09:20:00 AM,-4.514,1463.9,,,,,
1780,12.12.22 09:30:00 AM,-4.880,1550.0,,,,,
1781,12.12.22 09:40:00 AM,-4.758,2066.7,,,,,
1782,12.12.22 09:50:00 AM,-4.152,2497.2,,,,,
1783,12.12.22 10:00:00 AM,-4.152,2669.5,,,,,
1784,12.12.22 10:10:00 AM,-3.792,2755.6,,,,,
1785,12.12.22 10:20:00 AM,-3.434,2927.8,,,,,
1786,12.12.22 10:30:00 AM,-3.197,3100.0,,,,,
1787,12.12.22 10:40:00 AM,-3.079,2755.6,,,,,
1788,12.12.22 10:50:00 AM,-2.962,2755.6,,,,,
1789,12.12.22 11:00:00 AM,-2.727,2927.8,,,,,
1790,12.12.22 11:10:00 AM,-2.844,3272.2,,,,,
1791,12.12.22 11:20:00 AM,-2.844,3100.0,,,,,
1792,12.12.22 11:30:00 AM,-2.494,3788.9,,,,,
1793,12.12.22 11:40:00 AM,-2.377,3961.1,,,,,
1794,12.12.22 11:50:00 AM,-2.261,4133.4,,,,,
1795,12.12.22 12:00:00 PM,-2.261,3272.2,,,,,
1796,12.12.22 12:10:00 PM,-2.377,3616.7,,,,,
1797,12.12.22 12:20:00 PM,-2.727,2755.6,,,,,
1798,12.12.22 12:30:00 PM,-2.727,3100.0,,,,,
1799,12.12.22 12:40:00 PM,-2.494,4133.4,,,,,
1800,12.12.22 12:50:00 PM,-2.145,3616.7,,,,,
1801,12.12.22 01:00:00 PM,-2.145,3444.5,,,,,
1802,12.12.22 01:10:00 PM,-2.030,3272.2,,,,,
1803,12.12.22 01:20:00 PM,-2.145,3444.5,,,,,
1804,12.12.22 01:30:00 PM,-2.030,2927.8,,,,,
1805,12.12.22 01:40:00 PM,-2.261,3100.0,,,,,
1806,12.12.22 01:50:00 PM,-2.610,3444.5,,,,,
1807,12.12.22 02:00:00 PM,-2.030,2755.6,,,,,
1808,12.12.22 02:10:00 PM,-2.377,1980.6,,,,,
1809,12.12.22 02:20:00 PM,-2.377,1894.5,,,,,
1810,12.12.22 02:30:00 PM,-2.377,1722.2,,,,,
1811,12.12.22 02:40:00 PM,-2.844,1808.3,,,,,
1812,12.12.22 02:50:00 PM,-2.844,1636.1,,,,,
1813,12.12.22 03:00:00 PM,-2.844,1313.2,,,,,
1814,12.12.22 03:10:00 PM,-2.610,904.2,,,,,
1815,12.12.22 03:20:00 PM,-2.844,839.6,,,,,
1816,12.12.22 03:30:00 PM,-2.727,635.1,,,,,
1817,12.12.22 03:40:00 PM,-2.727,505.9,,,,,
1818,12.12.22 03:50:00 PM,-2.844,462.9,,,,,
1819,12.12.22 04:00:00 PM,-2.962,344.4,,,,,
1820,12.12.22 04:10:00 PM,-2.962,290.6,,,,,
1821,12.12.22 04:20:00 PM,-3.197,129.2,,,,,
1822,12.12.22 04:30:00 PM,-3.197,53.8,,,,,
1823,12.12.22 04:40:00 PM,-3.316,21.5,,,,,
1824,12.12.22 04:50:00 PM,-3.434,0.0,,,,,
1825,12.12.22 05:00:00 PM,-3.553,0.0,,,,,
1826,12.12.22 05:10:00 PM,-3.672,0.0,,,,,
1827,12.12.22 05:20:00 PM,-3.792,0.0,,,,,
1828,12.12.22 05:30:00 PM,-3.792,0.0,,,,,
1829,12.12.22 05:40:00 PM,-3.792,0.0,,,,,
1830,12.12.22 05:50:00 PM,-3.553,0.0,,,,,
1831,12.12.22 06:00:00 PM,-3.672,0.0,,,,,
1832,12.12.22 06:10:00 PM,-3.911,0.0,,,,,
1833,12.12.22 06:20:00 PM,-4.152,0.0,,,,,
1834,12.12.22 06:30:00 PM,-4.272,0.0,,,,,
1835,12.12.22 06:40:00 PM,-4.272,0.0,,,,,
1836,12.12.22 06:50:00 PM,-4.393,0.0,,,,,
1837,12.12.22 07:00:00 PM,-4.514,0.0,,,,,
1838,12.12.22 07:10:00 PM,-4.636,0.0,,,,,
1839,12.12.22 07:20:00 PM,-4.758,0.0,,,,,
1840,12.12.22 07:30:00 PM,-4.880,0.0,,,,,
1841,12.12.22 07:40:00 PM,-4.880,0.0,,,,,
1842,12.12.22 07:50:00 PM,-4.880,0.0,,,,,
1843,12.12.22 08:00:00 PM,-5.003,0.0,,,,,
1844,12.12.22 08:10:00 PM,-5.125,0.0,,,,,
1845,12.12.22 08:20:00 PM,-5.003,0.0,,,,,
1846,12.12.22 08:30:00 PM,-5.003,0.0,,,,,
1847,12.12.22 08:40:00 PM,-4.758,0.0,,,,,
1848,12.12.22 08:50:00 PM,-4.758,0.0,,,,,
1849,12.12.22 09:00:00 PM,-4.636,0.0,,,,,
1850,12.12.22 09:10:00 PM,-4.514,0.0,,,,,
1851,12.12.22 09:20:00 PM,-4.636,0.0,,,,,
1852,12.12.22 09:30:00 PM,-4.514,0.0,,,,,
1853,12.12.22 09:40:00 PM,-4.393,0.0,,,,,
1854,12.12.22 09:50:00 PM,-4.272,0.0,,,,,
1855,12.12.22 10:00:00 PM,-4.272,0.0,,,,,
1856,12.12.22 10:10:00 PM,-4.272,0.0,,,,,
1857,12.12.22 10:20:00 PM,-4.393,0.0,,,,,
1858,12.12.22 10:30:00 PM,-4.272,0.0,,,,,
1859,12.12.22 10:40:00 PM,-4.152,0.0,,,,,
1860,12.12.22 10:50:00 PM,-4.272,0.0,,,,,
1861,12.12.22 11:00:00 PM,-4.393,0.0,,,,,
1862,12.12.22 11:10:00 PM,-4.152,0.0,,,,,
1863,12.12.22 11:20:00 PM,-4.272,0.0,,,,,
1864,12.12.22 11:30:00 PM,-4.272,0.0,,,,,
1865,12.12.22 11:40:00 PM,-4.272,0.0,,,,,
1866,12.12.22 11:50:00 PM,-4.514,0.0,,,,,
1867,12.13.22 12:00:00 AM,-4.758,0.0,,,,,
1868,12.13.22 12:10:00 AM,-5.249,0.0,,,,,
1869,12.13.22 12:20:00 AM,-5.496,0.0,,,,,
1870,12.13.22 12:30:00 AM,-5.620,0.0,,,,,
1871,12.13.22 12:40:00 AM,-5.870,0.0,,,,,
1872,12.13.22 12:50:00 AM,-5.870,0.0,,,,,
1873,12.13.22 01:00:00 AM,-5.745,0.0,,,,,
1874,12.13.22 01:10:00 AM,-5.745,0.0,,,,,
1875,12.13.22 01:20:00 AM,-5.372,0.0,,,,,
1876,12.13.22 01:30:00 AM,-5.125,0.0,,,,,
1877,12.13.22 01:40:00 AM,-5.003,0.0,,,,,
1878,12.13.22 01:50:00 AM,-4.758,0.0,,,,,
1879,12.13.22 02:00:00 AM,-4.636,0.0,,,,,
1880,12.13.22 02:10:00 AM,-4.758,0.0,,,,,
1881,12.13.22 02:20:00 AM,-4.880,0.0,,,,,
1882,12.13.22 02:30:00 AM,-4.880,0.0,,,,,
1883,12.13.22 02:40:00 AM,-4.880,0.0,,,,,
1884,12.13.22 02:50:00 AM,-4.880,0.0,,,,,
1885,12.13.22 03:00:00 AM,-4.880,0.0,,,,,
1886,12.13.22 03:10:00 AM,-4.880,0.0,,,,,
1887,12.13.22 03:20:00 AM,-5.003,0.0,,,,,
1888,12.13.22 03:30:00 AM,-5.003,0.0,,,,,
1889,12.13.22 03:40:00 AM,-5.003,0.0,,,,,
1890,12.13.22 03:50:00 AM,-5.125,0.0,,,,,
1891,12.13.22 04:00:00 AM,-5.125,0.0,,,,,
1892,12.13.22 04:10:00 AM,-5.125,0.0,,,,,
1893,12.13.22 04:20:00 AM,-5.125,0.0,,,,,
1894,12.13.22 04:30:00 AM,-5.125,0.0,,,,,
1895,12.13.22 04:40:00 AM,-5.003,0.0,,,,,
1896,12.13.22 04:50:00 AM,-5.003,0.0,,,,,
1897,12.13.22 05:00:00 AM,-4.880,0.0,,,,,
1898,12.13.22 05:10:00 AM,-4.880,0.0,,,,,
1899,12.13.22 05:20:00 AM,-5.003,0.0,,,,,
1900,12.13.22 05:30:00 AM,-4.880,0.0,,,,,
1901,12.13.22 05:40:00 AM,-4.880,0.0,,,,,
1902,12.13.22 05:50:00 AM,-5.003,0.0,,,,,
1903,12.13.22 06:00:00 AM,-5.125,0.0,,,,,
1904,12.13.22 06:10:00 AM,-5.125,0.0,,,,,
1905,12.13.22 06:20:00 AM,-5.249,0.0,,,,,
1906,12.13.22 06:30:00 AM,-5.249,0.0,,,,,
1907,12.13.22 06:40:00 AM,-5.372,0.0,,,,,
1908,12.13.22 06:50:00 AM,-5.372,0.0,,,,,
1909,12.13.22 07:00:00 AM,-5.496,0.0,,,,,
1910,12.13.22 07:10:00 AM,-5.496,0.0,,,,,
1911,12.13.22 07:20:00 AM,-5.249,0.0,,,,,
1912,12.13.22 07:30:00 AM,-5.125,0.0,,,,,
1913,12.13.22 07:40:00 AM,-5.003,0.0,,,,,
1914,12.13.22 07:50:00 AM,-5.003,0.0,,,,,
1915,12.13.22 08:00:00 AM,-5.125,21.5,,,,,
1916,12.13.22 08:10:00 AM,-5.125,43.1,,,,,
1917,12.13.22 08:20:00 AM,-5.125,118.4,,,,,
1918,12.13.22 08:30:00 AM,-5.003,204.5,,,,,
1919,12.13.22 08:40:00 AM,-4.880,344.4,,,,,
1920,12.13.22 08:50:00 AM,-5.003,570.5,,,,,
1921,12.13.22 09:00:00 AM,-4.880,871.9,,,,,
1922,12.13.22 09:10:00 AM,-4.636,1119.5,,,,,
1923,12.13.22 09:20:00 AM,-4.514,1463.9,,,,,
1924,12.13.22 09:30:00 AM,-4.393,1808.3,,,,,
1925,12.13.22 09:40:00 AM,-4.272,2066.7,,,,,
1926,12.13.22 09:50:00 AM,-3.911,2497.2,,,,,
1927,12.13.22 10:00:00 AM,-3.911,2669.5,,,,,
1928,12.13.22 10:10:00 AM,-3.672,2927.8,,,,,
1929,12.13.22 10:20:00 AM,-3.553,2927.8,,,,,
1930,12.13.22 10:30:00 AM,-3.434,3616.7,,,,,
1931,12.13.22 10:40:00 AM,-3.197,4305.6,,,,,
1932,12.13.22 10:50:00 AM,-2.727,5338.9,,,,,
1933,12.13.22 11:00:00 AM,-2.261,5166.7,,,,,
1934,12.13.22 11:10:00 AM,-2.030,5166.7,,,,,
1935,12.13.22 11:20:00 AM,-2.610,4133.4,,,,,
1936,12.13.22 11:30:00 AM,-2.261,5338.9,,,,,
1937,12.13.22 11:40:00 AM,-2.030,4822.3,,,,,
1938,12.13.22 11:50:00 AM,-2.030,4133.4,,,,,
1939,12.13.22 12:00:00 PM,-2.610,3100.0,,,,,
1940,12.13.22 12:10:00 PM,-2.494,3272.2,,,,,
1941,12.13.22 12:20:00 PM,-2.727,3272.2,,,,,
1942,12.13.22 12:30:00 PM,-2.727,3788.9,,,,,
1943,12.13.22 12:40:00 PM,-2.494,4305.6,,,,,
1944,12.13.22 12:50:00 PM,-2.261,4305.6,,,,,
1945,12.13.22 01:00:00 PM,-2.261,3444.5,,,,,
1946,12.13.22 01:10:00 PM,-2.727,3100.0,,,,,
1947,12.13.22 01:20:00 PM,-2.494,2755.6,,,,,
1948,12.13.22 01:30:00 PM,-2.610,2152.8,,,,,
1949,12.13.22 01:40:00 PM,-2.844,1722.2,,,,,
1950,12.13.22 01:50:00 PM,-3.316,1808.3,,,,,
1951,12.13.22 02:00:00 PM,-3.316,2238.9,,,,,
1952,12.13.22 02:10:00 PM,-2.727,2583.4,,,,,
1953,12.13.22 02:20:00 PM,-2.610,3100.0,,,,,
1954,12.13.22 02:30:00 PM,-2.494,3616.7,,,,,
1955,12.13.22 02:40:00 PM,-2.145,3444.5,,,,,
1956,12.13.22 02:50:00 PM,-2.030,3444.5,,,,,
1957,12.13.22 03:00:00 PM,-1.799,2755.6,,,,,
1958,12.13.22 03:10:00 PM,-2.145,2066.7,,,,,
1959,12.13.22 03:20:00 PM,-2.377,1894.5,,,,,
1960,12.13.22 03:30:00 PM,-2.494,1463.9,,,,,
1961,12.13.22 03:40:00 PM,-2.727,1022.6,,,,,
1962,12.13.22 03:50:00 PM,-2.494,785.8,,,,,
1963,12.13.22 04:00:00 PM,-2.494,710.4,,,,,
1964,12.13.22 04:10:00 PM,-2.962,613.5,,,,,
1965,12.13.22 04:20:00 PM,-2.727,236.8,,,,,
1966,12.13.22 04:30:00 PM,-2.494,118.4,,,,,
1967,12.13.22 04:40:00 PM,-2.494,43.1,,,,,
1968,12.13.22 04:50:00 PM,-2.494,10.8,,,,,
1969,12.13.22 05:00:00 PM,-2.494,0.0,,,,,
1970,12.13.22 05:10:00 PM,-2.494,0.0,,,,,
1971,12.13.22 05:20:00 PM,-2.494,0.0,,,,,
1972,12.13.22 05:30:00 PM,-2.610,0.0,,,,,
1973,12.13.22 05:40:00 PM,-2.610,0.0,,,,,
1974,12.13.22 05:50:00 PM,-2.494,0.0,,,,,
1975,12.13.22 06:00:00 PM,-2.261,0.0,,,,,
1976,12.13.22 06:10:00 PM,-2.377,0.0,,,,,
1977,12.13.22 06:20:00 PM,-2.377,0.0,,,,,
1978,12.13.22 06:30:00 PM,-2.261,0.0,,,,,
1979,12.13.22 06:40:00 PM,-2.261,0.0,,,,,
1980,12.13.22 06:50:00 PM,-2.261,0.0,,,,,
1981,12.13.22 07:00:00 PM,-2.261,0.0,,,,,
1982,12.13.22 07:10:00 PM,-2.377,0.0,,,,,
1983,12.13.22 07:20:00 PM,-2.377,0.0,,,,,
