"Plot-Titel: 10347324"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347324, SEN S/N: 10347324)","Intensität, Lux (LGR S/N: 10347324, SEN S/N: 10347324)","Batterie defekt (LGR S/N: 10347324)","Koppler verbunden (LGR S/N: 10347324)","Host verbunden (LGR S/N: 10347324)","Angehalten (LGR S/N: 10347324)","Dateiende (LGR S/N: 10347324)"
4750,01.02.23 12:30:00 AM,11.625,0.0,,,,,
4751,01.02.23 12:40:00 AM,11.528,0.0,,,,,
4752,01.02.23 12:50:00 AM,11.528,0.0,,,,,
4753,01.02.23 01:00:00 AM,11.722,0.0,,,,,
4754,01.02.23 01:10:00 AM,11.916,0.0,,,,,
4755,01.02.23 01:20:00 AM,12.207,0.0,,,,,
4756,01.02.23 01:30:00 AM,12.013,0.0,,,,,
4757,01.02.23 01:40:00 AM,11.916,0.0,,,,,
4758,01.02.23 01:50:00 AM,11.625,0.0,,,,,
4759,01.02.23 02:00:00 AM,11.528,0.0,,,,,
4760,01.02.23 02:10:00 AM,11.236,0.0,,,,,
4761,01.02.23 02:20:00 AM,11.236,0.0,,,,,
4762,01.02.23 02:30:00 AM,11.431,0.0,,,,,
4763,01.02.23 02:40:00 AM,11.431,0.0,,,,,
4764,01.02.23 02:50:00 AM,11.334,0.0,,,,,
4765,01.02.23 03:00:00 AM,11.236,0.0,,,,,
4766,01.02.23 03:10:00 AM,11.041,0.0,,,,,
4767,01.02.23 03:20:00 AM,10.944,0.0,,,,,
4768,01.02.23 03:30:00 AM,10.748,0.0,,,,,
4769,01.02.23 03:40:00 AM,10.455,0.0,,,,,
4770,01.02.23 03:50:00 AM,10.357,0.0,,,,,
4771,01.02.23 04:00:00 AM,10.161,0.0,,,,,
4772,01.02.23 04:10:00 AM,10.161,0.0,,,,,
4773,01.02.23 04:20:00 AM,10.259,0.0,,,,,
4774,01.02.23 04:30:00 AM,10.651,0.0,,,,,
4775,01.02.23 04:40:00 AM,10.944,0.0,,,,,
4776,01.02.23 04:50:00 AM,10.846,0.0,,,,,
4777,01.02.23 05:00:00 AM,10.651,0.0,,,,,
4778,01.02.23 05:10:00 AM,10.748,0.0,,,,,
4779,01.02.23 05:20:00 AM,11.041,0.0,,,,,
4780,01.02.23 05:30:00 AM,11.041,0.0,,,,,
4781,01.02.23 05:40:00 AM,11.431,0.0,,,,,
4782,01.02.23 05:50:00 AM,11.722,0.0,,,,,
4783,01.02.23 06:00:00 AM,12.013,0.0,,,,,
4784,01.02.23 06:10:00 AM,12.497,0.0,,,,,
4785,01.02.23 06:20:00 AM,13.173,0.0,,,,,
4786,01.02.23 06:30:00 AM,13.173,0.0,,,,,
4787,01.02.23 06:40:00 AM,13.076,0.0,,,,,
4788,01.02.23 06:50:00 AM,13.269,0.0,,,,,
4789,01.02.23 07:00:00 AM,13.750,0.0,,,,,
4790,01.02.23 07:10:00 AM,13.750,0.0,,,,,
4791,01.02.23 07:20:00 AM,13.365,0.0,,,,,
4792,01.02.23 07:30:00 AM,12.883,0.0,,,,,
4793,01.02.23 07:40:00 AM,13.076,0.0,,,,,
4794,01.02.23 07:50:00 AM,12.883,0.0,,,,,
4795,01.02.23 08:00:00 AM,12.883,0.0,,,,,
4796,01.02.23 08:10:00 AM,12.980,10.8,,,,,
4797,01.02.23 08:20:00 AM,13.365,21.5,,,,,
4798,01.02.23 08:30:00 AM,13.461,10.8,,,,,
4799,01.02.23 08:40:00 AM,13.365,10.8,,,,,
4800,01.02.23 08:50:00 AM,13.365,21.5,,,,,
4801,01.02.23 09:00:00 AM,13.654,43.1,,,,,
4802,01.02.23 09:10:00 AM,13.461,75.3,,,,,
4803,01.02.23 09:20:00 AM,12.883,96.9,,,,,
4804,01.02.23 09:30:00 AM,13.558,107.6,,,,,
4805,01.02.23 09:40:00 AM,13.269,139.9,,,,,
4806,01.02.23 09:50:00 AM,12.690,172.2,,,,,
4807,01.02.23 10:00:00 AM,12.497,183.0,,,,,
4808,01.02.23 10:10:00 AM,12.690,204.5,,,,,
4809,01.02.23 10:20:00 AM,12.690,269.1,,,,,
4810,01.02.23 10:30:00 AM,13.173,290.6,,,,,
4811,01.02.23 10:40:00 AM,13.942,344.4,,,,,
4812,01.02.23 10:50:00 AM,14.996,462.9,,,,,
4813,01.02.23 11:00:00 AM,16.046,527.4,,,,,
4814,01.02.23 11:10:00 AM,16.618,710.4,,,,,
4815,01.02.23 11:20:00 AM,16.618,366.0,,,,,
4816,01.02.23 11:30:00 AM,16.427,215.3,,,,,
4817,01.02.23 11:40:00 AM,16.332,279.9,,,,,
4818,01.02.23 11:50:00 AM,16.237,204.5,,,,,
4819,01.02.23 12:00:00 PM,16.141,366.0,,,,,
4820,01.02.23 12:10:00 PM,16.237,484.4,,,,,
4821,01.02.23 12:20:00 PM,16.332,516.7,,,,,
4822,01.02.23 12:30:00 PM,16.523,527.4,,,,,
4823,01.02.23 12:40:00 PM,16.523,538.2,,,,,
4824,01.02.23 12:50:00 PM,16.523,1044.1,,,,,
4825,01.02.23 01:00:00 PM,16.903,699.7,,,,,
4826,01.02.23 01:10:00 PM,16.808,473.6,,,,,
4827,01.02.23 01:20:00 PM,16.713,473.6,,,,,
4828,01.02.23 01:30:00 PM,16.713,549.0,,,,,
4829,01.02.23 01:40:00 PM,16.713,312.2,,,,,
4830,01.02.23 01:50:00 PM,16.523,247.6,,,,,
4831,01.02.23 02:00:00 PM,16.427,226.0,,,,,
4832,01.02.23 02:10:00 PM,16.332,161.5,,,,,
4833,01.02.23 02:20:00 PM,16.141,161.5,,,,,
4834,01.02.23 02:30:00 PM,16.141,150.7,,,,,
4835,01.02.23 02:40:00 PM,15.951,107.6,,,,,
4836,01.02.23 02:50:00 PM,15.664,64.6,,,,,
4837,01.02.23 03:00:00 PM,15.091,64.6,,,,,
4838,01.02.23 03:10:00 PM,14.804,53.8,,,,,
4839,01.02.23 03:20:00 PM,14.613,32.3,,,,,
4840,01.02.23 03:30:00 PM,14.230,10.8,,,,,
4841,01.02.23 03:40:00 PM,13.846,0.0,,,,,
4842,01.02.23 03:50:00 PM,13.654,0.0,,,,,
4843,01.02.23 04:00:00 PM,13.269,0.0,,,,,
4844,01.02.23 04:10:00 PM,12.980,0.0,,,,,
4845,01.02.23 04:20:00 PM,12.883,0.0,,,,,
4846,01.02.23 04:30:00 PM,12.883,0.0,,,,,
4847,01.02.23 04:40:00 PM,12.980,0.0,,,,,
4848,01.02.23 04:50:00 PM,13.269,0.0,,,,,
4849,01.02.23 05:00:00 PM,13.269,0.0,,,,,
4850,01.02.23 05:10:00 PM,13.365,0.0,,,,,
4851,01.02.23 05:20:00 PM,13.365,0.0,,,,,
4852,01.02.23 05:30:00 PM,13.461,0.0,,,,,
4853,01.02.23 05:40:00 PM,13.461,0.0,,,,,
4854,01.02.23 05:50:00 PM,13.461,0.0,,,,,
4855,01.02.23 06:00:00 PM,13.365,0.0,,,,,
4856,01.02.23 06:10:00 PM,13.269,0.0,,,,,
4857,01.02.23 06:20:00 PM,13.173,0.0,,,,,
4858,01.02.23 06:30:00 PM,12.883,0.0,,,,,
4859,01.02.23 06:40:00 PM,12.690,0.0,,,,,
4860,01.02.23 06:50:00 PM,12.497,0.0,,,,,
4861,01.02.23 07:00:00 PM,12.401,0.0,,,,,
4862,01.02.23 07:10:00 PM,12.207,0.0,,,,,
4863,01.02.23 07:20:00 PM,12.013,0.0,,,,,
4864,01.02.23 07:30:00 PM,12.013,0.0,,,,,
4865,01.02.23 07:40:00 PM,11.916,0.0,,,,,
4866,01.02.23 07:50:00 PM,11.916,0.0,,,,,
4867,01.02.23 08:00:00 PM,11.722,0.0,,,,,
4868,01.02.23 08:10:00 PM,11.625,0.0,,,,,
4869,01.02.23 08:20:00 PM,11.528,0.0,,,,,
4870,01.02.23 08:30:00 PM,11.431,0.0,,,,,
4871,01.02.23 08:40:00 PM,11.431,0.0,,,,,
4872,01.02.23 08:50:00 PM,11.431,0.0,,,,,
4873,01.02.23 09:00:00 PM,11.334,0.0,,,,,
4874,01.02.23 09:10:00 PM,11.334,0.0,,,,,
4875,01.02.23 09:20:00 PM,11.236,0.0,,,,,
4876,01.02.23 09:30:00 PM,11.139,0.0,,,,,
4877,01.02.23 09:40:00 PM,10.944,0.0,,,,,
4878,01.02.23 09:50:00 PM,10.748,0.0,,,,,
4879,01.02.23 10:00:00 PM,10.553,0.0,,,,,
4880,01.02.23 10:10:00 PM,10.357,0.0,,,,,
4881,01.02.23 10:20:00 PM,10.259,0.0,,,,,
4882,01.02.23 10:30:00 PM,10.161,0.0,,,,,
4883,01.02.23 10:40:00 PM,10.161,0.0,,,,,
4884,01.02.23 10:50:00 PM,10.063,0.0,,,,,
4885,01.02.23 11:00:00 PM,9.965,0.0,,,,,
4886,01.02.23 11:10:00 PM,9.965,0.0,,,,,
4887,01.02.23 11:20:00 PM,9.866,0.0,,,,,
4888,01.02.23 11:30:00 PM,9.866,0.0,,,,,
4889,01.02.23 11:40:00 PM,9.965,0.0,,,,,
4890,01.02.23 11:50:00 PM,9.965,0.0,,,,,
4891,01.03.23 12:00:00 AM,9.866,0.0,,,,,
4892,01.03.23 12:10:00 AM,9.866,0.0,,,,,
4893,01.03.23 12:20:00 AM,9.866,0.0,,,,,
4894,01.03.23 12:30:00 AM,9.866,0.0,,,,,
4895,01.03.23 12:40:00 AM,9.866,0.0,,,,,
4896,01.03.23 12:50:00 AM,9.768,0.0,,,,,
4897,01.03.23 01:00:00 AM,9.669,0.0,,,,,
4898,01.03.23 01:10:00 AM,9.669,0.0,,,,,
4899,01.03.23 01:20:00 AM,9.669,0.0,,,,,
4900,01.03.23 01:30:00 AM,9.669,0.0,,,,,
4901,01.03.23 01:40:00 AM,9.669,0.0,,,,,
4902,01.03.23 01:50:00 AM,9.571,0.0,,,,,
4903,01.03.23 02:00:00 AM,9.472,0.0,,,,,
4904,01.03.23 02:10:00 AM,9.472,0.0,,,,,
4905,01.03.23 02:20:00 AM,9.373,0.0,,,,,
4906,01.03.23 02:30:00 AM,9.275,0.0,,,,,
4907,01.03.23 02:40:00 AM,9.275,0.0,,,,,
4908,01.03.23 02:50:00 AM,9.176,0.0,,,,,
4909,01.03.23 03:00:00 AM,9.176,0.0,,,,,
4910,01.03.23 03:10:00 AM,9.077,0.0,,,,,
4911,01.03.23 03:20:00 AM,9.077,0.0,,,,,
4912,01.03.23 03:30:00 AM,9.077,0.0,,,,,
4913,01.03.23 03:40:00 AM,9.077,0.0,,,,,
4914,01.03.23 03:50:00 AM,9.176,0.0,,,,,
4915,01.03.23 04:00:00 AM,9.077,0.0,,,,,
4916,01.03.23 04:10:00 AM,9.077,0.0,,,,,
4917,01.03.23 04:20:00 AM,8.978,0.0,,,,,
4918,01.03.23 04:30:00 AM,8.978,0.0,,,,,
4919,01.03.23 04:40:00 AM,9.077,0.0,,,,,
4920,01.03.23 04:50:00 AM,9.077,0.0,,,,,
4921,01.03.23 05:00:00 AM,9.077,0.0,,,,,
4922,01.03.23 05:10:00 AM,9.077,0.0,,,,,
4923,01.03.23 05:20:00 AM,9.077,0.0,,,,,
4924,01.03.23 05:30:00 AM,8.978,0.0,,,,,
4925,01.03.23 05:40:00 AM,8.978,0.0,,,,,
4926,01.03.23 05:50:00 AM,8.879,0.0,,,,,
4927,01.03.23 06:00:00 AM,8.779,0.0,,,,,
4928,01.03.23 06:10:00 AM,8.779,0.0,,,,,
4929,01.03.23 06:20:00 AM,8.779,0.0,,,,,
4930,01.03.23 06:30:00 AM,8.978,0.0,,,,,
4931,01.03.23 06:40:00 AM,8.978,0.0,,,,,
4932,01.03.23 06:50:00 AM,8.879,0.0,,,,,
4933,01.03.23 07:00:00 AM,8.779,0.0,,,,,
4934,01.03.23 07:10:00 AM,8.481,0.0,,,,,
4935,01.03.23 07:20:00 AM,8.382,0.0,,,,,
4936,01.03.23 07:30:00 AM,8.282,0.0,,,,,
4937,01.03.23 07:40:00 AM,8.282,0.0,,,,,
4938,01.03.23 07:50:00 AM,8.182,0.0,,,,,
4939,01.03.23 08:00:00 AM,8.182,0.0,,,,,
4940,01.03.23 08:10:00 AM,8.282,0.0,,,,,
4941,01.03.23 08:20:00 AM,8.182,0.0,,,,,
4942,01.03.23 08:30:00 AM,8.082,21.5,,,,,
4943,01.03.23 08:40:00 AM,8.082,43.1,,,,,
4944,01.03.23 08:50:00 AM,8.082,64.6,,,,,
4945,01.03.23 09:00:00 AM,8.082,107.6,,,,,
4946,01.03.23 09:10:00 AM,8.182,139.9,,,,,
4947,01.03.23 09:20:00 AM,8.382,129.2,,,,,
4948,01.03.23 09:30:00 AM,8.481,150.7,,,,,
4949,01.03.23 09:40:00 AM,8.481,183.0,,,,,
4950,01.03.23 09:50:00 AM,8.581,193.8,,,,,
4951,01.03.23 10:00:00 AM,8.481,236.8,,,,,
4952,01.03.23 10:10:00 AM,8.481,269.1,,,,,
4953,01.03.23 10:20:00 AM,8.382,258.3,,,,,
4954,01.03.23 10:30:00 AM,8.481,226.0,,,,,
4955,01.03.23 10:40:00 AM,8.581,258.3,,,,,
4956,01.03.23 10:50:00 AM,8.680,290.6,,,,,
4957,01.03.23 11:00:00 AM,8.779,387.5,,,,,
4958,01.03.23 11:10:00 AM,8.779,312.2,,,,,
4959,01.03.23 11:20:00 AM,8.779,215.3,,,,,
4960,01.03.23 11:30:00 AM,8.779,344.4,,,,,
4961,01.03.23 11:40:00 AM,8.779,322.9,,,,,
4962,01.03.23 11:50:00 AM,8.879,344.4,,,,,
4963,01.03.23 12:00:00 PM,8.879,452.1,,,,,
4964,01.03.23 12:10:00 PM,8.978,344.4,,,,,
4965,01.03.23 12:20:00 PM,9.176,387.5,,,,,
4966,01.03.23 12:30:00 PM,9.571,1980.6,,,,,
4967,01.03.23 12:40:00 PM,9.866,1270.1,,,,,
4968,01.03.23 12:50:00 PM,9.768,1205.6,,,,,
4969,01.03.23 01:00:00 PM,9.866,1151.7,,,,,
4970,01.03.23 01:10:00 PM,10.357,1141.0,,,,,
4971,01.03.23 01:20:00 PM,10.553,1119.5,,,,,
4972,01.03.23 01:30:00 PM,11.139,1097.9,,,,,
4973,01.03.23 01:40:00 PM,11.334,979.5,,,,,
4974,01.03.23 01:50:00 PM,11.334,947.2,,,,,
4975,01.03.23 02:00:00 PM,11.041,1033.3,,,,,
4976,01.03.23 02:10:00 PM,11.139,1033.3,,,,,
4977,01.03.23 02:20:00 PM,11.139,1033.3,,,,,
4978,01.03.23 02:30:00 PM,11.625,1087.2,,,,,
4979,01.03.23 02:40:00 PM,11.528,667.4,,,,,
4980,01.03.23 02:50:00 PM,11.431,527.4,,,,,
4981,01.03.23 03:00:00 PM,11.139,247.6,,,,,
4982,01.03.23 03:10:00 PM,10.944,172.2,,,,,
4983,01.03.23 03:20:00 PM,10.748,172.2,,,,,
4984,01.03.23 03:30:00 PM,10.748,258.3,,,,,
4985,01.03.23 03:40:00 PM,10.748,118.4,,,,,
4986,01.03.23 03:50:00 PM,10.748,86.1,,,,,
4987,01.03.23 04:00:00 PM,10.553,43.1,,,,,
4988,01.03.23 04:10:00 PM,10.651,21.5,,,,,
4989,01.03.23 04:20:00 PM,10.553,10.8,,,,,
4990,01.03.23 04:30:00 PM,10.357,10.8,,,,,
4991,01.03.23 04:40:00 PM,10.161,0.0,,,,,
4992,01.03.23 04:50:00 PM,9.866,0.0,,,,,
4993,01.03.23 05:00:00 PM,9.768,0.0,,,,,
4994,01.03.23 05:10:00 PM,9.472,0.0,,,,,
4995,01.03.23 05:20:00 PM,9.275,0.0,,,,,
4996,01.03.23 05:30:00 PM,9.176,0.0,,,,,
4997,01.03.23 05:40:00 PM,9.077,0.0,,,,,
4998,01.03.23 05:50:00 PM,8.680,0.0,,,,,
4999,01.03.23 06:00:00 PM,8.680,0.0,,,,,
5000,01.03.23 06:10:00 PM,8.581,0.0,,,,,
5001,01.03.23 06:20:00 PM,8.481,0.0,,,,,
5002,01.03.23 06:30:00 PM,8.182,0.0,,,,,
5003,01.03.23 06:40:00 PM,7.983,0.0,,,,,
5004,01.03.23 06:50:00 PM,7.782,0.0,,,,,
5005,01.03.23 07:00:00 PM,7.782,0.0,,,,,
5006,01.03.23 07:10:00 PM,7.682,0.0,,,,,
5007,01.03.23 07:20:00 PM,7.682,0.0,,,,,
5008,01.03.23 07:30:00 PM,7.682,0.0,,,,,
5009,01.03.23 07:40:00 PM,7.682,0.0,,,,,
5010,01.03.23 07:50:00 PM,7.481,0.0,,,,,
5011,01.03.23 08:00:00 PM,7.381,0.0,,,,,
5012,01.03.23 08:10:00 PM,7.179,0.0,,,,,
5013,01.03.23 08:20:00 PM,7.381,0.0,,,,,
5014,01.03.23 08:30:00 PM,7.280,0.0,,,,,
5015,01.03.23 08:40:00 PM,7.179,0.0,,,,,
5016,01.03.23 08:50:00 PM,7.280,0.0,,,,,
5017,01.03.23 09:00:00 PM,6.978,0.0,,,,,
5018,01.03.23 09:10:00 PM,6.978,0.0,,,,,
5019,01.03.23 09:20:00 PM,6.775,0.0,,,,,
5020,01.03.23 09:30:00 PM,6.775,0.0,,,,,
5021,01.03.23 09:40:00 PM,6.573,0.0,,,,,
5022,01.03.23 09:50:00 PM,6.370,0.0,,,,,
5023,01.03.23 10:00:00 PM,6.471,0.0,,,,,
5024,01.03.23 10:10:00 PM,6.471,0.0,,,,,
5025,01.03.23 10:20:00 PM,6.471,0.0,,,,,
5026,01.03.23 10:30:00 PM,6.471,0.0,,,,,
5027,01.03.23 10:40:00 PM,6.370,0.0,,,,,
5028,01.03.23 10:50:00 PM,6.166,0.0,,,,,
5029,01.03.23 11:00:00 PM,6.166,0.0,,,,,
5030,01.03.23 11:10:00 PM,6.268,0.0,,,,,
5031,01.03.23 11:20:00 PM,6.471,0.0,,,,,
5032,01.03.23 11:30:00 PM,6.268,0.0,,,,,
5033,01.03.23 11:40:00 PM,6.166,0.0,,,,,
5034,01.03.23 11:50:00 PM,5.655,0.0,,,,,
5035,01.04.23 12:00:00 AM,5.552,0.0,,,,,
5036,01.04.23 12:10:00 AM,5.347,0.0,,,,,
5037,01.04.23 12:20:00 AM,5.347,0.0,,,,,
5038,01.04.23 12:30:00 AM,5.244,0.0,,,,,
5039,01.04.23 12:40:00 AM,5.037,0.0,,,,,
5040,01.04.23 12:50:00 AM,5.141,0.0,,,,,
5041,01.04.23 01:00:00 AM,5.037,0.0,,,,,
5042,01.04.23 01:10:00 AM,4.934,0.0,,,,,
5043,01.04.23 01:20:00 AM,4.934,0.0,,,,,
5044,01.04.23 01:30:00 AM,4.831,0.0,,,,,
5045,01.04.23 01:40:00 AM,4.623,0.0,,,,,
5046,01.04.23 01:50:00 AM,4.311,0.0,,,,,
5047,01.04.23 02:00:00 AM,4.311,0.0,,,,,
5048,01.04.23 02:10:00 AM,4.311,0.0,,,,,
5049,01.04.23 02:20:00 AM,4.311,0.0,,,,,
5050,01.04.23 02:30:00 AM,4.311,0.0,,,,,
5051,01.04.23 02:40:00 AM,4.311,0.0,,,,,
5052,01.04.23 02:50:00 AM,3.683,0.0,,,,,
5053,01.04.23 03:00:00 AM,3.472,0.0,,,,,
5054,01.04.23 03:10:00 AM,3.472,0.0,,,,,
5055,01.04.23 03:20:00 AM,3.367,0.0,,,,,
5056,01.04.23 03:30:00 AM,3.472,0.0,,,,,
5057,01.04.23 03:40:00 AM,4.102,0.0,,,,,
5058,01.04.23 03:50:00 AM,4.934,0.0,,,,,
5059,01.04.23 04:00:00 AM,5.141,0.0,,,,,
5060,01.04.23 04:10:00 AM,5.141,0.0,,,,,
5061,01.04.23 04:20:00 AM,5.244,0.0,,,,,
5062,01.04.23 04:30:00 AM,5.860,0.0,,,,,
5063,01.04.23 04:40:00 AM,5.757,0.0,,,,,
5064,01.04.23 04:50:00 AM,5.860,0.0,,,,,
5065,01.04.23 05:00:00 AM,6.370,0.0,,,,,
5066,01.04.23 05:10:00 AM,6.775,0.0,,,,,
5067,01.04.23 05:20:00 AM,6.775,0.0,,,,,
5068,01.04.23 05:30:00 AM,6.877,0.0,,,,,
5069,01.04.23 05:40:00 AM,7.179,0.0,,,,,
5070,01.04.23 05:50:00 AM,7.280,0.0,,,,,
5071,01.04.23 06:00:00 AM,7.682,0.0,,,,,
5072,01.04.23 06:10:00 AM,7.983,0.0,,,,,
5073,01.04.23 06:20:00 AM,8.382,0.0,,,,,
5074,01.04.23 06:30:00 AM,8.779,0.0,,,,,
5075,01.04.23 06:40:00 AM,9.077,0.0,,,,,
5076,01.04.23 06:50:00 AM,9.176,0.0,,,,,
5077,01.04.23 07:00:00 AM,9.275,0.0,,,,,
5078,01.04.23 07:10:00 AM,9.275,0.0,,,,,
5079,01.04.23 07:20:00 AM,9.373,0.0,,,,,
5080,01.04.23 07:30:00 AM,9.472,0.0,,,,,
5081,01.04.23 07:40:00 AM,9.571,0.0,,,,,
5082,01.04.23 07:50:00 AM,9.669,0.0,,,,,
5083,01.04.23 08:00:00 AM,9.768,0.0,,,,,
5084,01.04.23 08:10:00 AM,9.768,0.0,,,,,
5085,01.04.23 08:20:00 AM,9.866,0.0,,,,,
5086,01.04.23 08:30:00 AM,9.768,0.0,,,,,
5087,01.04.23 08:40:00 AM,9.669,0.0,,,,,
5088,01.04.23 08:50:00 AM,9.571,0.0,,,,,
5089,01.04.23 09:00:00 AM,9.571,10.8,,,,,
5090,01.04.23 09:10:00 AM,9.275,21.5,,,,,
5091,01.04.23 09:20:00 AM,8.978,43.1,,,,,
5092,01.04.23 09:30:00 AM,8.879,32.3,,,,,
5093,01.04.23 09:40:00 AM,8.779,32.3,,,,,
5094,01.04.23 09:50:00 AM,8.680,43.1,,,,,
5095,01.04.23 10:00:00 AM,8.581,64.6,,,,,
5096,01.04.23 10:10:00 AM,8.581,64.6,,,,,
5097,01.04.23 10:20:00 AM,8.581,64.6,,,,,
5098,01.04.23 10:30:00 AM,8.779,86.1,,,,,
5099,01.04.23 10:40:00 AM,8.978,86.1,,,,,
5100,01.04.23 10:50:00 AM,9.077,75.3,,,,,
5101,01.04.23 11:00:00 AM,9.275,75.3,,,,,
5102,01.04.23 11:10:00 AM,9.472,96.9,,,,,
5103,01.04.23 11:20:00 AM,9.669,86.1,,,,,
5104,01.04.23 11:30:00 AM,9.866,86.1,,,,,
5105,01.04.23 11:40:00 AM,9.965,129.2,,,,,
5106,01.04.23 11:50:00 AM,10.063,172.2,,,,,
5107,01.04.23 12:00:00 PM,10.161,150.7,,,,,
5108,01.04.23 12:10:00 PM,10.357,183.0,,,,,
5109,01.04.23 12:20:00 PM,10.455,215.3,,,,,
5110,01.04.23 12:30:00 PM,10.553,193.8,,,,,
5111,01.04.23 12:40:00 PM,10.553,150.7,,,,,
5112,01.04.23 12:50:00 PM,10.651,172.2,,,,,
5113,01.04.23 01:00:00 PM,10.651,139.9,,,,,
5114,01.04.23 01:10:00 PM,10.651,139.9,,,,,
5115,01.04.23 01:20:00 PM,10.553,139.9,,,,,
5116,01.04.23 01:30:00 PM,10.651,215.3,,,,,
5117,01.04.23 01:40:00 PM,10.651,226.0,,,,,
5118,01.04.23 01:50:00 PM,10.455,258.3,,,,,
5119,01.04.23 02:00:00 PM,10.357,247.6,,,,,
5120,01.04.23 02:10:00 PM,10.259,258.3,,,,,
5121,01.04.23 02:20:00 PM,10.259,193.8,,,,,
5122,01.04.23 02:30:00 PM,10.357,129.2,,,,,
5123,01.04.23 02:40:00 PM,10.357,150.7,,,,,
5124,01.04.23 02:50:00 PM,10.357,107.6,,,,,
5125,01.04.23 03:00:00 PM,10.455,86.1,,,,,
5126,01.04.23 03:10:00 PM,10.455,64.6,,,,,
5127,01.04.23 03:20:00 PM,10.553,64.6,,,,,
5128,01.04.23 03:30:00 PM,10.651,118.4,,,,,
5129,01.04.23 03:40:00 PM,10.553,96.9,,,,,
5130,01.04.23 03:50:00 PM,10.553,75.3,,,,,
5131,01.04.23 04:00:00 PM,10.553,64.6,,,,,
5132,01.04.23 04:10:00 PM,10.553,43.1,,,,,
5133,01.04.23 04:20:00 PM,10.455,32.3,,,,,
5134,01.04.23 04:30:00 PM,10.455,10.8,,,,,
5135,01.04.23 04:40:00 PM,10.455,0.0,,,,,
5136,01.04.23 04:50:00 PM,10.455,0.0,,,,,
5137,01.04.23 05:00:00 PM,10.357,0.0,,,,,
5138,01.04.23 05:10:00 PM,10.455,0.0,,,,,
5139,01.04.23 05:20:00 PM,10.553,0.0,,,,,
5140,01.04.23 05:30:00 PM,10.553,0.0,,,,,
5141,01.04.23 05:40:00 PM,10.553,0.0,,,,,
5142,01.04.23 05:50:00 PM,10.651,0.0,,,,,
5143,01.04.23 06:00:00 PM,10.748,0.0,,,,,
5144,01.04.23 06:10:00 PM,10.846,0.0,,,,,
5145,01.04.23 06:20:00 PM,10.846,0.0,,,,,
5146,01.04.23 06:30:00 PM,10.846,0.0,,,,,
5147,01.04.23 06:40:00 PM,10.846,0.0,,,,,
5148,01.04.23 06:50:00 PM,10.944,0.0,,,,,
5149,01.04.23 07:00:00 PM,11.041,0.0,,,,,
5150,01.04.23 07:10:00 PM,11.139,0.0,,,,,
5151,01.04.23 07:20:00 PM,11.139,0.0,,,,,
5152,01.04.23 07:30:00 PM,11.236,0.0,,,,,
5153,01.04.23 07:40:00 PM,11.236,0.0,,,,,
5154,01.04.23 07:50:00 PM,11.236,0.0,,,,,
5155,01.04.23 08:00:00 PM,11.236,0.0,,,,,
5156,01.04.23 08:10:00 PM,11.236,0.0,,,,,
5157,01.04.23 08:20:00 PM,11.236,0.0,,,,,
5158,01.04.23 08:30:00 PM,11.236,0.0,,,,,
5159,01.04.23 08:40:00 PM,11.139,0.0,,,,,
5160,01.04.23 08:50:00 PM,11.139,0.0,,,,,
5161,01.04.23 09:00:00 PM,11.236,0.0,,,,,
5162,01.04.23 09:10:00 PM,11.236,0.0,,,,,
5163,01.04.23 09:20:00 PM,11.236,0.0,,,,,
5164,01.04.23 09:30:00 PM,11.236,0.0,,,,,
5165,01.04.23 09:40:00 PM,11.236,0.0,,,,,
5166,01.04.23 09:50:00 PM,11.236,0.0,,,,,
5167,01.04.23 10:00:00 PM,11.236,0.0,,,,,
5168,01.04.23 10:10:00 PM,11.139,0.0,,,,,
5169,01.04.23 10:20:00 PM,11.236,0.0,,,,,
5170,01.04.23 10:30:00 PM,11.139,0.0,,,,,
5171,01.04.23 10:40:00 PM,11.139,0.0,,,,,
5172,01.04.23 10:50:00 PM,11.236,0.0,,,,,
5173,01.04.23 11:00:00 PM,11.236,0.0,,,,,
5174,01.04.23 11:10:00 PM,11.139,0.0,,,,,
5175,01.04.23 11:20:00 PM,11.139,0.0,,,,,
5176,01.04.23 11:30:00 PM,11.236,0.0,,,,,
5177,01.04.23 11:40:00 PM,11.139,0.0,,,,,
5178,01.04.23 11:50:00 PM,11.139,0.0,,,,,
5179,01.05.23 12:00:00 AM,11.041,0.0,,,,,
5180,01.05.23 12:10:00 AM,11.041,0.0,,,,,
5181,01.05.23 12:20:00 AM,11.041,0.0,,,,,
5182,01.05.23 12:30:00 AM,11.139,0.0,,,,,
5183,01.05.23 12:40:00 AM,11.236,0.0,,,,,
5184,01.05.23 12:50:00 AM,11.236,0.0,,,,,
5185,01.05.23 01:00:00 AM,11.236,0.0,,,,,
5186,01.05.23 01:10:00 AM,11.431,0.0,,,,,
5187,01.05.23 01:20:00 AM,11.431,0.0,,,,,
5188,01.05.23 01:30:00 AM,11.528,0.0,,,,,
5189,01.05.23 01:40:00 AM,11.528,0.0,,,,,
5190,01.05.23 01:50:00 AM,11.528,0.0,,,,,
5191,01.05.23 02:00:00 AM,11.528,0.0,,,,,
5192,01.05.23 02:10:00 AM,11.431,0.0,,,,,
5193,01.05.23 02:20:00 AM,11.041,0.0,,,,,
