"Plot Title: 10350007"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350007, SEN S/N: 10350007)","Intensity, Lux (LGR S/N: 10350007, SEN S/N: 10350007)","Bad Battery (LGR S/N: 10350007)","Coupler Attached (LGR S/N: 10350007)","Host Connected (LGR S/N: 10350007)","Stopped (LGR S/N: 10350007)","End Of File (LGR S/N: 10350007)"
480,03/12/2020 01:50:00,1.872,0.0,,,,,
481,03/12/2020 02:00:00,1.872,0.0,,,,,
482,03/12/2020 02:10:00,2.088,0.0,,,,,
483,03/12/2020 02:20:00,2.088,0.0,,,,,
484,03/12/2020 02:30:00,1.980,0.0,,,,,
485,03/12/2020 02:40:00,2.088,0.0,,,,,
486,03/12/2020 02:50:00,2.088,0.0,,,,,
487,03/12/2020 03:00:00,2.088,0.0,,,,,
488,03/12/2020 03:10:00,1.980,0.0,,,,,
489,03/12/2020 03:20:00,1.980,0.0,,,,,
490,03/12/2020 03:30:00,1.872,0.0,,,,,
491,03/12/2020 03:40:00,1.764,0.0,,,,,
492,03/12/2020 03:50:00,1.764,0.0,,,,,
493,03/12/2020 04:00:00,1.872,0.0,,,,,
494,03/12/2020 04:10:00,1.872,0.0,,,,,
495,03/12/2020 04:20:00,1.764,0.0,,,,,
496,03/12/2020 04:30:00,1.872,0.0,,,,,
497,03/12/2020 04:40:00,1.764,0.0,,,,,
498,03/12/2020 04:50:00,1.764,0.0,,,,,
499,03/12/2020 05:00:00,1.980,0.0,,,,,
500,03/12/2020 05:10:00,2.088,0.0,,,,,
501,03/12/2020 05:20:00,2.088,0.0,,,,,
502,03/12/2020 05:30:00,2.088,0.0,,,,,
503,03/12/2020 05:40:00,1.872,0.0,,,,,
504,03/12/2020 05:50:00,1.872,0.0,,,,,
505,03/12/2020 06:00:00,1.872,0.0,,,,,
506,03/12/2020 06:10:00,1.980,0.0,,,,,
507,03/12/2020 06:20:00,1.980,0.0,,,,,
508,03/12/2020 06:30:00,1.980,0.0,,,,,
509,03/12/2020 06:40:00,2.088,0.0,,,,,
510,03/12/2020 06:50:00,2.303,0.0,,,,,
511,03/12/2020 07:00:00,2.410,0.0,,,,,
512,03/12/2020 07:10:00,2.517,0.0,,,,,
513,03/12/2020 07:20:00,2.624,0.0,,,,,
514,03/12/2020 07:30:00,2.837,0.0,,,,,
515,03/12/2020 07:40:00,2.837,0.0,,,,,
516,03/12/2020 07:50:00,2.837,10.8,,,,,
517,03/12/2020 08:00:00,2.943,86.1,,,,,
518,03/12/2020 08:10:00,2.943,129.2,,,,,
519,03/12/2020 08:20:00,2.837,236.8,,,,,
520,03/12/2020 08:30:00,3.261,398.3,,,,,
521,03/12/2020 08:40:00,3.472,301.4,,,,,
522,03/12/2020 08:50:00,3.261,344.4,,,,,
523,03/12/2020 09:00:00,3.155,441.3,,,,,
524,03/12/2020 09:10:00,3.049,215.3,,,,,
525,03/12/2020 09:20:00,3.049,376.7,,,,,
526,03/12/2020 09:30:00,3.578,1216.3,,,,,
527,03/12/2020 09:40:00,3.788,1205.6,,,,,
528,03/12/2020 09:50:00,3.683,925.7,,,,,
529,03/12/2020 10:00:00,3.578,1463.9,,,,,
530,03/12/2020 10:10:00,3.367,1280.9,,,,,
531,03/12/2020 10:20:00,3.683,1722.2,,,,,
532,03/12/2020 10:30:00,3.893,1808.3,,,,,
533,03/12/2020 10:40:00,4.102,2411.1,,,,,
534,03/12/2020 10:50:00,4.311,1980.6,,,,,
535,03/12/2020 11:00:00,4.311,1550.0,,,,,
536,03/12/2020 11:10:00,4.311,1345.5,,,,,
537,03/12/2020 11:20:00,4.311,1550.0,,,,,
538,03/12/2020 11:30:00,4.415,1808.3,,,,,
539,03/12/2020 11:40:00,4.519,1550.0,,,,,
540,03/12/2020 11:50:00,4.519,1636.1,,,,,
541,03/12/2020 12:00:00,4.727,1550.0,,,,,
542,03/12/2020 12:10:00,4.934,1722.2,,,,,
543,03/12/2020 12:20:00,5.037,1894.5,,,,,
544,03/12/2020 12:30:00,5.347,1808.3,,,,,
545,03/12/2020 12:40:00,5.141,1808.3,,,,,
546,03/12/2020 12:50:00,5.244,3272.2,,,,,
547,03/12/2020 13:00:00,5.757,3444.5,,,,,
548,03/12/2020 13:10:00,6.370,10333.4,,,,,
549,03/12/2020 13:20:00,7.481,10333.4,,,,,
550,03/12/2020 13:30:00,7.682,8611.2,,,,,
551,03/12/2020 13:40:00,8.082,7233.4,,,,,
552,03/12/2020 13:50:00,7.682,6200.0,,,,,
553,03/12/2020 14:00:00,7.882,5166.7,,,,,
554,03/12/2020 14:10:00,7.682,1065.6,,,,,
555,03/12/2020 14:20:00,7.179,2927.8,,,,,
556,03/12/2020 14:30:00,7.179,3272.2,,,,,
557,03/12/2020 14:40:00,7.280,2583.4,,,,,
558,03/12/2020 14:50:00,7.079,2669.5,,,,,
559,03/12/2020 15:00:00,7.582,2497.2,,,,,
560,03/12/2020 15:10:00,7.179,1722.2,,,,,
561,03/12/2020 15:20:00,7.079,2325.0,,,,,
562,03/12/2020 15:30:00,7.280,2152.8,,,,,
563,03/12/2020 15:40:00,6.775,1033.3,,,,,
564,03/12/2020 15:50:00,6.471,398.3,,,,,
565,03/12/2020 16:00:00,5.962,258.3,,,,,
566,03/12/2020 16:10:00,5.655,204.5,,,,,
567,03/12/2020 16:20:00,5.347,139.9,,,,,
568,03/12/2020 16:30:00,4.831,75.3,,,,,
569,03/12/2020 16:40:00,4.623,21.5,,,,,
570,03/12/2020 16:50:00,4.415,0.0,,,,,
571,03/12/2020 17:00:00,4.311,0.0,,,,,
572,03/12/2020 17:10:00,4.207,0.0,,,,,
573,03/12/2020 17:20:00,3.998,0.0,,,,,
574,03/12/2020 17:30:00,3.788,0.0,,,,,
575,03/12/2020 17:40:00,3.578,0.0,,,,,
576,03/12/2020 17:50:00,3.367,0.0,,,,,
577,03/12/2020 18:00:00,3.472,0.0,,,,,
578,03/12/2020 18:10:00,3.367,0.0,,,,,
579,03/12/2020 18:20:00,3.261,0.0,,,,,
580,03/12/2020 18:30:00,3.261,0.0,,,,,
581,03/12/2020 18:40:00,3.472,0.0,,,,,
582,03/12/2020 18:50:00,3.683,0.0,,,,,
583,03/12/2020 19:00:00,3.788,0.0,,,,,
584,03/12/2020 19:10:00,3.998,0.0,,,,,
585,03/12/2020 19:20:00,4.102,0.0,,,,,
586,03/12/2020 19:30:00,4.207,0.0,,,,,
587,03/12/2020 19:40:00,4.415,0.0,,,,,
588,03/12/2020 19:50:00,4.519,0.0,,,,,
589,03/12/2020 20:00:00,4.415,0.0,,,,,
590,03/12/2020 20:10:00,4.415,0.0,,,,,
591,03/12/2020 20:20:00,4.415,0.0,,,,,
592,03/12/2020 20:30:00,4.519,0.0,,,,,
593,03/12/2020 20:40:00,4.727,0.0,,,,,
594,03/12/2020 20:50:00,4.727,0.0,,,,,
595,03/12/2020 21:00:00,4.934,0.0,,,,,
596,03/12/2020 21:10:00,4.831,0.0,,,,,
597,03/12/2020 21:20:00,4.831,0.0,,,,,
598,03/12/2020 21:30:00,4.934,0.0,,,,,
599,03/12/2020 21:40:00,5.244,0.0,,,,,
600,03/12/2020 21:50:00,5.244,0.0,,,,,
601,03/12/2020 22:00:00,5.244,0.0,,,,,
602,03/12/2020 22:10:00,5.552,0.0,,,,,
603,03/12/2020 22:20:00,5.655,0.0,,,,,
604,03/12/2020 22:30:00,6.064,0.0,,,,,
605,03/12/2020 22:40:00,6.166,0.0,,,,,
606,03/12/2020 22:50:00,6.166,0.0,,,,,
607,03/12/2020 23:00:00,5.962,0.0,,,,,
608,03/12/2020 23:10:00,5.655,0.0,,,,,
609,03/12/2020 23:20:00,5.347,0.0,,,,,
610,03/12/2020 23:30:00,5.037,0.0,,,,,
611,03/12/2020 23:40:00,5.962,0.0,,,,,
612,03/12/2020 23:50:00,7.079,0.0,,,,,
613,04/12/2020 00:00:00,7.381,0.0,,,,,
614,04/12/2020 00:10:00,7.983,0.0,,,,,
615,04/12/2020 00:20:00,8.282,0.0,,,,,
616,04/12/2020 00:30:00,8.282,0.0,,,,,
617,04/12/2020 00:40:00,8.282,0.0,,,,,
618,04/12/2020 00:50:00,8.481,0.0,,,,,
619,04/12/2020 01:00:00,8.481,0.0,,,,,
620,04/12/2020 01:10:00,8.581,0.0,,,,,
621,04/12/2020 01:20:00,8.282,0.0,,,,,
622,04/12/2020 01:30:00,8.481,0.0,,,,,
623,04/12/2020 01:40:00,8.779,0.0,,,,,
624,04/12/2020 01:50:00,8.978,0.0,,,,,
625,04/12/2020 02:00:00,8.779,0.0,,,,,
626,04/12/2020 02:10:00,8.680,0.0,,,,,
627,04/12/2020 02:20:00,8.581,0.0,,,,,
628,04/12/2020 02:30:00,8.481,0.0,,,,,
629,04/12/2020 02:40:00,8.481,0.0,,,,,
630,04/12/2020 02:50:00,8.481,0.0,,,,,
631,04/12/2020 03:00:00,8.481,0.0,,,,,
632,04/12/2020 03:10:00,8.481,0.0,,,,,
633,04/12/2020 03:20:00,8.581,0.0,,,,,
634,04/12/2020 03:30:00,8.581,0.0,,,,,
635,04/12/2020 03:40:00,8.481,0.0,,,,,
636,04/12/2020 03:50:00,8.382,0.0,,,,,
637,04/12/2020 04:00:00,8.282,0.0,,,,,
638,04/12/2020 04:10:00,8.282,0.0,,,,,
639,04/12/2020 04:20:00,8.581,0.0,,,,,
640,04/12/2020 04:30:00,8.879,0.0,,,,,
641,04/12/2020 04:40:00,8.680,0.0,,,,,
642,04/12/2020 04:50:00,8.879,0.0,,,,,
643,04/12/2020 05:00:00,8.680,0.0,,,,,
644,04/12/2020 05:10:00,8.879,0.0,,,,,
645,04/12/2020 05:20:00,8.779,0.0,,,,,
646,04/12/2020 05:30:00,8.879,0.0,,,,,
647,04/12/2020 05:40:00,8.680,0.0,,,,,
648,04/12/2020 05:50:00,8.680,0.0,,,,,
649,04/12/2020 06:00:00,8.382,0.0,,,,,
650,04/12/2020 06:10:00,8.082,0.0,,,,,
651,04/12/2020 06:20:00,7.782,0.0,,,,,
652,04/12/2020 06:30:00,7.280,0.0,,,,,
653,04/12/2020 06:40:00,7.582,0.0,,,,,
654,04/12/2020 06:50:00,7.682,0.0,,,,,
655,04/12/2020 07:00:00,7.582,0.0,,,,,
656,04/12/2020 07:10:00,7.582,0.0,,,,,
657,04/12/2020 07:20:00,7.782,0.0,,,,,
658,04/12/2020 07:30:00,7.882,0.0,,,,,
659,04/12/2020 07:40:00,7.782,0.0,,,,,
660,04/12/2020 07:50:00,7.381,0.0,,,,,
661,04/12/2020 08:00:00,6.877,0.0,,,,,
662,04/12/2020 08:10:00,6.573,10.8,,,,,
663,04/12/2020 08:20:00,6.674,53.8,,,,,
664,04/12/2020 08:30:00,6.471,129.2,,,,,
665,04/12/2020 08:40:00,6.166,172.2,,,,,
666,04/12/2020 08:50:00,6.166,1108.7,,,,,
667,04/12/2020 09:00:00,6.268,1377.8,,,,,
668,04/12/2020 09:10:00,5.962,1205.6,,,,,
669,04/12/2020 09:20:00,5.860,947.2,,,,,
670,04/12/2020 09:30:00,6.064,850.4,,,,,
671,04/12/2020 09:40:00,6.268,527.4,,,,,
672,04/12/2020 09:50:00,6.166,613.5,,,,,
673,04/12/2020 10:00:00,6.370,742.7,,,,,
674,04/12/2020 10:10:00,6.877,699.7,,,,,
675,04/12/2020 10:20:00,6.573,968.8,,,,,
676,04/12/2020 10:30:00,6.573,818.1,,,,,
677,04/12/2020 10:40:00,6.573,1141.0,,,,,
678,04/12/2020 10:50:00,6.573,1205.6,,,,,
679,04/12/2020 11:00:00,6.877,1722.2,,,,,
680,04/12/2020 11:10:00,6.978,1722.2,,,,,
681,04/12/2020 11:20:00,6.573,1808.3,,,,,
682,04/12/2020 11:30:00,6.573,1130.2,,,,,
683,04/12/2020 11:40:00,6.471,1205.6,,,,,
684,04/12/2020 11:50:00,6.471,1076.4,,,,,
685,04/12/2020 12:00:00,6.370,1216.3,,,,,
686,04/12/2020 12:10:00,6.064,1130.2,,,,,
687,04/12/2020 12:20:00,6.064,979.5,,,,,
688,04/12/2020 12:30:00,6.268,1119.5,,,,,
689,04/12/2020 12:40:00,6.471,1463.9,,,,,
690,04/12/2020 12:50:00,6.370,1259.4,,,,,
691,04/12/2020 13:00:00,6.471,1248.6,,,,,
692,04/12/2020 13:10:00,6.471,1130.2,,,,,
693,04/12/2020 13:20:00,6.573,1119.5,,,,,
694,04/12/2020 13:30:00,6.674,1033.3,,,,,
695,04/12/2020 13:40:00,6.573,861.1,,,,,
696,04/12/2020 13:50:00,6.674,947.2,,,,,
697,04/12/2020 14:00:00,6.370,645.8,,,,,
698,04/12/2020 14:10:00,6.166,452.1,,,,,
699,04/12/2020 14:20:00,5.962,667.4,,,,,
700,04/12/2020 14:30:00,5.962,1087.2,,,,,
701,04/12/2020 14:40:00,6.166,1550.0,,,,,
702,04/12/2020 14:50:00,5.962,1141.0,,,,,
703,04/12/2020 15:00:00,6.064,1227.1,,,,,
704,04/12/2020 15:10:00,6.166,1227.1,,,,,
705,04/12/2020 15:20:00,6.166,1130.2,,,,,
706,04/12/2020 15:30:00,5.962,979.5,,,,,
707,04/12/2020 15:40:00,5.860,516.7,,,,,
708,04/12/2020 15:50:00,5.962,592.0,,,,,
709,04/12/2020 16:00:00,5.655,236.8,,,,,
710,04/12/2020 16:10:00,5.450,118.4,,,,,
711,04/12/2020 16:20:00,5.450,43.1,,,,,
712,04/12/2020 16:30:00,5.347,21.5,,,,,
713,04/12/2020 16:40:00,5.244,0.0,,,,,
714,04/12/2020 16:50:00,5.037,0.0,,,,,
715,04/12/2020 17:00:00,5.037,0.0,,,,,
716,04/12/2020 17:10:00,4.934,0.0,,,,,
717,04/12/2020 17:20:00,4.934,0.0,,,,,
718,04/12/2020 17:30:00,4.831,0.0,,,,,
719,04/12/2020 17:40:00,4.727,0.0,,,,,
720,04/12/2020 17:50:00,4.623,0.0,,,,,
721,04/12/2020 18:00:00,4.519,0.0,,,,,
722,04/12/2020 18:10:00,4.415,0.0,,,,,
723,04/12/2020 18:20:00,4.311,0.0,,,,,
724,04/12/2020 18:30:00,4.311,0.0,,,,,
725,04/12/2020 18:40:00,4.311,0.0,,,,,
726,04/12/2020 18:50:00,4.102,0.0,,,,,
727,04/12/2020 19:00:00,4.207,0.0,,,,,
728,04/12/2020 19:10:00,4.311,0.0,,,,,
729,04/12/2020 19:20:00,4.311,0.0,,,,,
730,04/12/2020 19:30:00,4.519,0.0,,,,,
731,04/12/2020 19:40:00,4.623,0.0,,,,,
732,04/12/2020 19:50:00,4.519,0.0,,,,,
733,04/12/2020 20:00:00,4.519,0.0,,,,,
734,04/12/2020 20:10:00,4.519,0.0,,,,,
735,04/12/2020 20:20:00,4.415,0.0,,,,,
736,04/12/2020 20:30:00,4.519,0.0,,,,,
737,04/12/2020 20:40:00,4.415,0.0,,,,,
738,04/12/2020 20:50:00,4.519,0.0,,,,,
739,04/12/2020 21:00:00,4.519,0.0,,,,,
740,04/12/2020 21:10:00,4.415,0.0,,,,,
741,04/12/2020 21:20:00,4.519,0.0,,,,,
742,04/12/2020 21:30:00,4.519,0.0,,,,,
743,04/12/2020 21:40:00,4.415,0.0,,,,,
744,04/12/2020 21:50:00,4.415,0.0,,,,,
745,04/12/2020 22:00:00,4.415,0.0,,,,,
746,04/12/2020 22:10:00,4.415,0.0,,,,,
747,04/12/2020 22:20:00,4.415,0.0,,,,,
748,04/12/2020 22:30:00,4.311,0.0,,,,,
749,04/12/2020 22:40:00,4.311,0.0,,,,,
750,04/12/2020 22:50:00,4.207,0.0,,,,,
751,04/12/2020 23:00:00,4.102,0.0,,,,,
752,04/12/2020 23:10:00,4.207,0.0,,,,,
753,04/12/2020 23:20:00,4.207,0.0,,,,,
754,04/12/2020 23:30:00,4.207,0.0,,,,,
755,04/12/2020 23:40:00,4.102,0.0,,,,,
756,04/12/2020 23:50:00,3.998,0.0,,,,,
757,05/12/2020 00:00:00,3.893,0.0,,,,,
758,05/12/2020 00:10:00,3.683,0.0,,,,,
759,05/12/2020 00:20:00,3.578,0.0,,,,,
760,05/12/2020 00:30:00,3.683,0.0,,,,,
761,05/12/2020 00:40:00,3.472,0.0,,,,,
762,05/12/2020 00:50:00,3.367,0.0,,,,,
763,05/12/2020 01:00:00,3.472,0.0,,,,,
764,05/12/2020 01:10:00,3.261,0.0,,,,,
765,05/12/2020 01:20:00,3.049,0.0,,,,,
766,05/12/2020 01:30:00,2.943,0.0,,,,,
767,05/12/2020 01:40:00,2.837,0.0,,,,,
768,05/12/2020 01:50:00,2.517,0.0,,,,,
769,05/12/2020 02:00:00,2.303,0.0,,,,,
770,05/12/2020 02:10:00,2.195,0.0,,,,,
771,05/12/2020 02:20:00,2.088,0.0,,,,,
772,05/12/2020 02:30:00,1.872,0.0,,,,,
773,05/12/2020 02:40:00,1.764,0.0,,,,,
774,05/12/2020 02:50:00,2.088,0.0,,,,,
775,05/12/2020 03:00:00,2.088,0.0,,,,,
776,05/12/2020 03:10:00,1.980,0.0,,,,,
777,05/12/2020 03:20:00,2.088,0.0,,,,,
778,05/12/2020 03:30:00,2.088,0.0,,,,,
779,05/12/2020 03:40:00,2.195,0.0,,,,,
780,05/12/2020 03:50:00,2.088,0.0,,,,,
781,05/12/2020 04:00:00,2.195,0.0,,,,,
782,05/12/2020 04:10:00,2.303,0.0,,,,,
783,05/12/2020 04:20:00,2.517,0.0,,,,,
784,05/12/2020 04:30:00,2.624,0.0,,,,,
785,05/12/2020 04:40:00,2.624,0.0,,,,,
786,05/12/2020 04:50:00,2.837,0.0,,,,,
787,05/12/2020 05:00:00,2.837,0.0,,,,,
788,05/12/2020 05:10:00,3.049,0.0,,,,,
789,05/12/2020 05:20:00,2.943,0.0,,,,,
790,05/12/2020 05:30:00,2.943,0.0,,,,,
791,05/12/2020 05:40:00,3.261,0.0,,,,,
792,05/12/2020 05:50:00,3.578,0.0,,,,,
793,05/12/2020 06:00:00,3.578,0.0,,,,,
794,05/12/2020 06:10:00,3.472,0.0,,,,,
795,05/12/2020 06:20:00,3.367,0.0,,,,,
796,05/12/2020 06:30:00,3.578,0.0,,,,,
797,05/12/2020 06:40:00,3.367,0.0,,,,,
798,05/12/2020 06:50:00,3.683,0.0,,,,,
799,05/12/2020 07:00:00,3.788,0.0,,,,,
800,05/12/2020 07:10:00,3.578,0.0,,,,,
801,05/12/2020 07:20:00,3.261,0.0,,,,,
802,05/12/2020 07:30:00,2.943,0.0,,,,,
803,05/12/2020 07:40:00,2.837,0.0,,,,,
804,05/12/2020 07:50:00,3.261,10.8,,,,,
805,05/12/2020 08:00:00,2.837,53.8,,,,,
806,05/12/2020 08:10:00,2.730,139.9,,,,,
807,05/12/2020 08:20:00,2.730,258.3,,,,,
808,05/12/2020 08:30:00,2.517,570.5,,,,,
809,05/12/2020 08:40:00,2.730,570.5,,,,,
810,05/12/2020 08:50:00,2.730,721.2,,,,,
811,05/12/2020 09:00:00,2.837,979.5,,,,,
812,05/12/2020 09:10:00,2.730,1076.4,,,,,
813,05/12/2020 09:20:00,3.155,1248.6,,,,,
814,05/12/2020 09:30:00,2.943,1463.9,,,,,
815,05/12/2020 09:40:00,3.155,1980.6,,,,,
816,05/12/2020 09:50:00,3.578,2066.7,,,,,
817,05/12/2020 10:00:00,3.788,2152.8,,,,,
818,05/12/2020 10:10:00,3.893,2066.7,,,,,
819,05/12/2020 10:20:00,3.893,2066.7,,,,,
820,05/12/2020 10:30:00,4.102,2152.8,,,,,
821,05/12/2020 10:40:00,4.415,2497.2,,,,,
822,05/12/2020 10:50:00,4.623,2669.5,,,,,
823,05/12/2020 11:00:00,4.727,2669.5,,,,,
824,05/12/2020 11:10:00,4.934,2583.4,,,,,
825,05/12/2020 11:20:00,5.244,3272.2,,,,,
826,05/12/2020 11:30:00,5.347,2927.8,,,,,
827,05/12/2020 11:40:00,5.552,2669.5,,,,,
828,05/12/2020 11:50:00,5.347,2755.6,,,,,
829,05/12/2020 12:00:00,5.552,3100.0,,,,,
830,05/12/2020 12:10:00,5.860,2755.6,,,,,
831,05/12/2020 12:20:00,5.757,2411.1,,,,,
832,05/12/2020 12:30:00,6.166,2755.6,,,,,
833,05/12/2020 12:40:00,6.166,2497.2,,,,,
834,05/12/2020 12:50:00,6.166,2755.6,,,,,
835,05/12/2020 13:00:00,6.268,2755.6,,,,,
836,05/12/2020 13:10:00,6.471,7577.8,,,,,
837,05/12/2020 13:20:00,7.280,4305.6,,,,,
838,05/12/2020 13:30:00,8.082,4305.6,,,,,
839,05/12/2020 13:40:00,7.179,2755.6,,,,,
840,05/12/2020 13:50:00,6.978,2066.7,,,,,
841,05/12/2020 14:00:00,6.370,2152.8,,,,,
842,05/12/2020 14:10:00,6.166,1722.2,,,,,
843,05/12/2020 14:20:00,5.860,1636.1,,,,,
844,05/12/2020 14:30:00,5.860,1097.9,,,,,
845,05/12/2020 14:40:00,5.655,850.4,,,,,
846,05/12/2020 14:50:00,5.860,624.3,,,,,
847,05/12/2020 15:00:00,6.166,613.5,,,,,
848,05/12/2020 15:10:00,5.860,462.9,,,,,
849,05/12/2020 15:20:00,5.450,387.5,,,,,
850,05/12/2020 15:30:00,5.450,366.0,,,,,
851,05/12/2020 15:40:00,5.244,312.2,,,,,
852,05/12/2020 15:50:00,5.037,236.8,,,,,
853,05/12/2020 16:00:00,5.037,172.2,,,,,
854,05/12/2020 16:10:00,5.037,86.1,,,,,
855,05/12/2020 16:20:00,4.727,53.8,,,,,
856,05/12/2020 16:30:00,4.519,21.5,,,,,
857,05/12/2020 16:40:00,4.311,75.3,,,,,
858,05/12/2020 16:50:00,4.207,0.0,,,,,
859,05/12/2020 17:00:00,4.102,0.0,,,,,
860,05/12/2020 17:10:00,4.102,0.0,,,,,
861,05/12/2020 17:20:00,4.207,0.0,,,,,
862,05/12/2020 17:30:00,4.207,0.0,,,,,
863,05/12/2020 17:40:00,4.311,0.0,,,,,
864,05/12/2020 17:50:00,4.207,0.0,,,,,
865,05/12/2020 18:00:00,4.311,0.0,,,,,
866,05/12/2020 18:10:00,4.102,0.0,,,,,
867,05/12/2020 18:20:00,4.102,0.0,,,,,
868,05/12/2020 18:30:00,4.207,0.0,,,,,
869,05/12/2020 18:40:00,4.311,0.0,,,,,
870,05/12/2020 18:50:00,4.311,0.0,,,,,
871,05/12/2020 19:00:00,4.415,0.0,,,,,
872,05/12/2020 19:10:00,4.311,0.0,,,,,
873,05/12/2020 19:20:00,4.207,0.0,,,,,
874,05/12/2020 19:30:00,4.207,0.0,,,,,
875,05/12/2020 19:40:00,4.311,0.0,,,,,
876,05/12/2020 19:50:00,4.207,0.0,,,,,
877,05/12/2020 20:00:00,4.102,0.0,,,,,
878,05/12/2020 20:10:00,4.102,0.0,,,,,
879,05/12/2020 20:20:00,4.102,0.0,,,,,
880,05/12/2020 20:30:00,4.102,0.0,,,,,
881,05/12/2020 20:40:00,4.102,0.0,,,,,
882,05/12/2020 20:50:00,4.207,0.0,,,,,
883,05/12/2020 21:00:00,3.998,0.0,,,,,
884,05/12/2020 21:10:00,4.102,0.0,,,,,
885,05/12/2020 21:20:00,4.102,0.0,,,,,
886,05/12/2020 21:30:00,4.102,0.0,,,,,
887,05/12/2020 21:40:00,4.102,0.0,,,,,
888,05/12/2020 21:50:00,4.102,0.0,,,,,
889,05/12/2020 22:00:00,3.998,0.0,,,,,
890,05/12/2020 22:10:00,4.102,0.0,,,,,
891,05/12/2020 22:20:00,4.207,0.0,,,,,
892,05/12/2020 22:30:00,4.207,0.0,,,,,
893,05/12/2020 22:40:00,4.519,0.0,,,,,
894,05/12/2020 22:50:00,4.207,0.0,,,,,
895,05/12/2020 23:00:00,4.102,0.0,,,,,
896,05/12/2020 23:10:00,4.207,0.0,,,,,
897,05/12/2020 23:20:00,4.102,0.0,,,,,
898,05/12/2020 23:30:00,4.102,0.0,,,,,
899,05/12/2020 23:40:00,4.102,0.0,,,,,
900,05/12/2020 23:50:00,3.998,0.0,,,,,
901,06/12/2020 00:00:00,3.998,0.0,,,,,
902,06/12/2020 00:10:00,3.893,0.0,,,,,
903,06/12/2020 00:20:00,3.998,0.0,,,,,
904,06/12/2020 00:30:00,3.788,0.0,,,,,
905,06/12/2020 00:40:00,3.893,0.0,,,,,
906,06/12/2020 00:50:00,3.998,0.0,,,,,
907,06/12/2020 01:00:00,3.998,0.0,,,,,
908,06/12/2020 01:10:00,3.998,0.0,,,,,
909,06/12/2020 01:20:00,3.893,0.0,,,,,
910,06/12/2020 01:30:00,3.893,0.0,,,,,
911,06/12/2020 01:40:00,3.893,0.0,,,,,
912,06/12/2020 01:50:00,3.893,0.0,,,,,
913,06/12/2020 02:00:00,3.998,0.0,,,,,
914,06/12/2020 02:10:00,3.998,0.0,,,,,
915,06/12/2020 02:20:00,3.893,0.0,,,,,
916,06/12/2020 02:30:00,3.788,0.0,,,,,
917,06/12/2020 02:40:00,3.893,0.0,,,,,
918,06/12/2020 02:50:00,3.893,0.0,,,,,
919,06/12/2020 03:00:00,3.893,0.0,,,,,
920,06/12/2020 03:10:00,3.893,0.0,,,,,
921,06/12/2020 03:20:00,3.893,0.0,,,,,
922,06/12/2020 03:30:00,3.788,0.0,,,,,
923,06/12/2020 03:40:00,3.893,0.0,,,,,
924,06/12/2020 03:50:00,3.893,0.0,,,,,
925,06/12/2020 04:00:00,3.893,0.0,,,,,
926,06/12/2020 04:10:00,3.788,0.0,,,,,
927,06/12/2020 04:20:00,3.683,0.0,,,,,
928,06/12/2020 04:30:00,3.578,0.0,,,,,
929,06/12/2020 04:40:00,3.472,0.0,,,,,
930,06/12/2020 04:50:00,3.472,0.0,,,,,
931,06/12/2020 05:00:00,3.472,0.0,,,,,
932,06/12/2020 05:10:00,3.367,0.0,,,,,
933,06/12/2020 05:20:00,3.367,0.0,,,,,
934,06/12/2020 05:30:00,3.367,0.0,,,,,
935,06/12/2020 05:40:00,3.367,0.0,,,,,
936,06/12/2020 05:50:00,3.367,0.0,,,,,
937,06/12/2020 06:00:00,3.367,0.0,,,,,
938,06/12/2020 06:10:00,3.367,0.0,,,,,
939,06/12/2020 06:20:00,3.367,0.0,,,,,
940,06/12/2020 06:30:00,3.367,0.0,,,,,
941,06/12/2020 06:40:00,3.367,0.0,,,,,
942,06/12/2020 06:50:00,3.261,0.0,,,,,
943,06/12/2020 07:00:00,3.155,0.0,,,,,
944,06/12/2020 07:10:00,3.155,0.0,,,,,
945,06/12/2020 07:20:00,3.049,0.0,,,,,
946,06/12/2020 07:30:00,3.049,0.0,,,,,
947,06/12/2020 07:40:00,3.049,0.0,,,,,
948,06/12/2020 07:50:00,3.155,0.0,,,,,
949,06/12/2020 08:00:00,3.155,0.0,,,,,
950,06/12/2020 08:10:00,3.261,0.0,,,,,
951,06/12/2020 08:20:00,3.261,32.3,,,,,
952,06/12/2020 08:30:00,3.367,53.8,,,,,
953,06/12/2020 08:40:00,3.998,96.9,,,,,
954,06/12/2020 08:50:00,3.683,333.7,,,,,
955,06/12/2020 09:00:00,3.367,559.7,,,,,
956,06/12/2020 09:10:00,3.367,635.1,,,,,
957,06/12/2020 09:20:00,3.367,592.0,,,,,
958,06/12/2020 09:30:00,3.261,753.5,,,,,
959,06/12/2020 09:40:00,3.683,1377.8,,,,,
960,06/12/2020 09:50:00,3.998,1324.0,,,,,
961,06/12/2020 10:00:00,3.893,882.6,,,,,
962,06/12/2020 10:10:00,3.788,1054.9,,,,,
963,06/12/2020 10:20:00,4.102,1119.5,,,,,
964,06/12/2020 10:30:00,4.207,1194.8,,,,,
965,06/12/2020 10:40:00,4.415,1463.9,,,,,
966,06/12/2020 10:50:00,4.831,1894.5,,,,,
967,06/12/2020 11:00:00,5.244,2583.4,,,,,
968,06/12/2020 11:10:00,5.757,2755.6,,,,,
